"dci"	"dcirenommer"	"relation"	"code"	"substances"	"validation"
"RIFABUTINE"		"same"	"88125"	"RIFABUTINE"	"automatique"
"RIFAMPICINE"		"same"	"2332"	"RIFAMPICINE"	"automatique"
"RIFAMPICINE"		"hasform"	"22748"	"RIFAMPICINE SODIQUE"	"semiautomatique"
"RILMENIDINE"		"same"	"66240"	"RILMÉNIDINE"	"automatique"
"RILMENIDINE"		"hasform"	"2633"	"DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE"	"semiautomatique"
"RILMENIDINE"		"hasform"	"2633"	"RILMÉNIDINE (DIHYDROGÉNOPHOSPHATE DE)"	"semiautomatique"
"RILPIVIRINE"		"same"	"27775"	"RILPIVIRINE"	"automatique"
"RILPIVIRINE"		"hasform"	"94011"	"CHLORHYDRATE DE RILPIVIRINE"	"semiautomatique"
"RILPIVIRINE"		"hasform"	"94011"	"RILPIVIRINE (CHLORHYDRATE DE)"	"semiautomatique"
"RIOCIGUAT"		"same"	"82922"	"RIOCIGUAT"	"automatique"
"RISPERIDONE"		"same"	"37430"	"RISPÉRIDONE"	"automatique"
"RITODRINE"		"hasform"	"3347"	"CHLORHYDRATE DE RITODRINE"	"semiautomatique"
"RITODRINE"		"hasform"	"3347"	"RITODRINE (CHLORHYDRATE DE)"	"semiautomatique"
"RITONAVIR"		"same"	"53415"	"RITONAVIR"	"automatique"
"RIVAROXABAN"		"same"	"43633"	"RIVAROXABAN"	"automatique"
"RIVASTIGMINE"		"same"	"37973"	"RIVASTIGMINE BASE"	"automatique"
"RIVASTIGMINE"		"same"	"37973"	"RIVASTIGMINE"	"automatique"
"RIVASTIGMINE"		"hasform"	"55512"	"RIVASTIGMINE (HYDROGÉNOTARTRATE DE)"	"semiautomatique"
"RIVASTIGMINE"		"hasform"	"55512"	"HYDROGÉNOTARTRATE DE RIVASTIGMINE"	"semiautomatique"
"RIZATRIPTAN"		"same"	"32627"	"RIZATRIPTAN"	"automatique"
"RIZATRIPTAN"		"hasform"	"66038"	"BENZOATE DE RIZATRIPTAN"	"semiautomatique"
"ROCURONIUM"		"hasform"	"16496"	"BROMURE DE ROCURONIUM"	"semiautomatique"
"ROCURONIUM"		"hasform"	"16496"	"ROCURONIUM (BROMURE DE)"	"semiautomatique"
"ROFECOXIB"		"same"	"47638"	"ROFÉCOXIB"	"automatique"
"ROPINIROLE"		"same"	"62155"	"ROPINIROLE BASE"	"automatique"
"ROPINIROLE"		"same"	"62155"	"ROPINIROLE"	"automatique"
"ROPINIROLE"		"hasform"	"35876"	"CHLORHYDRATE DE ROPINIROLE"	"semiautomatique"
"ROPINIROLE"		"hasform"	"35876"	"ROPINIROLE (CHLORHYDRATE DE)"	"semiautomatique"
"ROSIGLITAZONE"		"same"	"58865"	"ROSIGLITAZONE"	"automatique"
"ROSIGLITAZONE"		"hasform"	"62135"	"MALÉATE DE ROSIGLITAZONE"	"semiautomatique"
"ROSIGLITAZONE"		"hasform"	"62135"	"ROSIGLITAZONE (MALÉATE DE)"	"semiautomatique"
"ROSUVASTATINE"		"same"	"33207"	"ROSUVASTATINE"	"automatique"
"ROSUVASTATINE"		"hasform"	"26727"	"ROSUVASTATINE CALCIQUE"	"semiautomatique"
"ROSUVASTATINE"		"hasform"	"18244"	"ROSUVASTATINE ZINCIQUE"	"semiautomatique"
"ROTAVIRUS"		"hasform"	"20262"	"ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G1 (VIVANT) "	"semiautomatique"
"ROTAVIRUS"		"hasform"	"99567"	"ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTÉNUÉ) "	"semiautomatique"
"ROTAVIRUS"		"hasform"	"46263"	"ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G3 (VIVANT) "	"semiautomatique"
"ROTAVIRUS"		"hasform"	"36354"	"ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G2 (VIVANT) "	"semiautomatique"
"ROTAVIRUS"		"hasform"	"57655"	"ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G4 (VIVANT) "	"semiautomatique"
"ROTAVIRUS"		"hasform"	"90361"	"ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) "	"semiautomatique"
"ROTIGOTINE"		"same"	"55910"	"ROTIGOTINE"	"automatique"
"ROXATIDINE"		"hasform"	"29777"	"ROXATIDINE (ACETATE DE)"	"semiautomatique"
"ROXATIDINE"		"hasform"	"43251"	"XARCIN"	"semiautomatique"
"ROXATIDINE"		"hasform"	"43251"	"ROXATIDINE (ACETATE DE) (CHLORHYDRATE DE)"	"semiautomatique"
"ROXITHROMYCINE"		"same"	"5621"	"ROXITHROMYCINE"	"automatique"
"RUFINAMIDE"		"same"	"45638"	"RUFINAMIDE"	"automatique"
"RUPATADINE"		"same"	"23010"	"RUPATADINE"	"automatique"
"RUPATADINE"		"hasform"	"36083"	"FUMARATE DE RUPATADINE"	"semiautomatique"
"RUXOLITINIB"		"same"	"42140"	"RUXOLITINIB"	"automatique"
"RUXOLITINIB"		"hasform"	"38893"	"PHOSPHATE DE RUXOLITINIB"	"semiautomatique"
"SALBUTAMOL"		"same"	"626"	"SALBUTAMOL"	"automatique"
"SALBUTAMOL"		"hasform"	"3559"	"SULFATE DE SALBUTAMOL"	"semiautomatique"
"SALBUTAMOL"		"hasform"	"3559"	"SALBUTAMOL (SULFATE DE)"	"semiautomatique"
"SALMETEROL"		"same"	"57781"	"SALMÉTÉROL"	"automatique"
"SALMETEROL"		"same"	"57781"	"SALMÉTÉROL BASE"	"automatique"
"SALMETEROL"		"hasform"	"93351"	"SALMÉTÉROL OXNAFOATE"	"semiautomatique"
"SALMETEROL"		"hasform"	"93351"	"XINAFOATE DE SALMÉTÉROL"	"semiautomatique"
"SALMETEROL"		"hasform"	"93351"	"SALMÉTÉROL (XINAFOATE DE)"	"semiautomatique"
"SAPROPTERINE"		"same"	"83397"	"SAPROPTÉRINE"	"automatique"
"SAPROPTERINE"		"hasform"	"90563"	"DICHLORHYDRATE DE SAPROPTÉRINE"	"semiautomatique"
"SAQUINAVIR"		"same"	"28784"	"SAQUINAVIR"	"automatique"
"SAQUINAVIR"		"hasform"	"94741"	"SAQUINAVIR (MÉSILATE DE)"	"semiautomatique"
"SAXAGLIPTINE"		"same"	"27375"	"SAXAGLIPTINE"	"automatique"
"SAXAGLIPTINE"		"hasform"	"45154"	"CHLORHYDRATE DE SAXAGLIPTINE"	"semiautomatique"
"SCOPOLAMINE"		"same"	"29848"	"SCOPOLAMINE"	"automatique"
"SCOPOLAMINE"		"hasform"	"25938"	"SCOPOLAMINE N-OXYDE BASE"	"semiautomatique"
"SCOPOLAMINE"		"hasform"	"3068"	"BUTYLBROMURE DE SCOPOLAMINE"	"semiautomatique"
"SCOPOLAMINE"		"hasform"	"3068"	"BUTYLSCOPOLAMINE (BROMURE DE)"	"semiautomatique"
"SCOPOLAMINE"		"hasform"	"5551"	"BROMHYDRATE DE SCOPOLAMINE"	"semiautomatique"
"SCOPOLAMINE"		"hasform"	"753"	"SCOPOLAMINE N-OXYDE (BROMHYDRATE DE)"	"semiautomatique"
"SECNIDAZOLE"		"same"	"12345"	"SECNIDAZOLE"	"automatique"
"SELEGILINE"		"same"	"16245"	"SÉLÉGILINE BASE"	"semiautomatique"
"SELEGILINE"		"hasform"	"60921"	"CHLORHYDRATE DE SÉLÉGILINE"	"semiautomatique"
"SELEGILINE"		"hasform"	"60921"	"SÉLÉGILINE (CHLORHYDRATE DE)"	"semiautomatique"
"SENE"		"same"	"213"	"SÉNÉ (FEUILLE DE)"	"semiautomatique"
"SENE"		"same"	"213"	"FEUILLE DE SÉNÉ"	"semiautomatique"
"SENE"		"hasform"	"183"	"SÉNÉ (FEUILLE DE) (POUDRE DE)"	"semiautomatique"
"SENE"		"hasform"	"52488"	"EXTRAIT SEC TITRÉ DE FEUILLE DE SÉNÉ"	"semiautomatique"
"SENE"		"hasform"	"97684"	"SÉNÉ (EXTRAIT SEC DE)"	"semiautomatique"
"SENE"		"hasform"	"52488"	"SÉNÉ (FEUILLE DE), EXTRAIT SEC TITRÉ DE"	"semiautomatique"
"SENE"		"hasform"	"54660"	"SÉNÉ (FEUILLE DE) (EXTRAIT SEC DE)"	"semiautomatique"
"SENE"		"hasform"	"75398"	"SENE (FEUILLE DE) (EXTRAIT FLUIDE DE)"	"semiautomatique"
"SENE"		"hasform"	"8970"	"SÉNÉ (FRUIT DE) (POUDRE DE)"	"semiautomatique"
"SENE"		"hasform"	"8970"	"SENE (FOLLICULE DE) (POUDRE DE)"	"semiautomatique"
"SENE DE KHARTOUM"		"same"	"86396"	"SENE DE KHARTOUM OU D'ALEXANDRIE (FRUIT DE) (EXTRAIT SEC DE)"	"semiautomatique"
"SENE DE L'INDE"		"same"	"78303"	"SÉNÉ DE L'INDE OU DE TINNEVELLY (FRUIT DE)"	"semiautomatique"
"SENE DE L'INDE"		"hasform"	"67389"	"SÉNÉ DE L'INDE (FEUILLE DE) (EXTRAIT SEC DE)"	"semiautomatique"
"SENE DE L'INDE"		"hasform"	"91952"	"SÉNÉ DE L'INDE OU DE TINNEVELY (FRUIT DE) (EXTRAIT SEC DE)"	"semiautomatique"
"SERTINDOLE"		"same"	"98972"	"SERTINDOLE"	"automatique"
"SERTRALINE"		"same"	"42406"	"SERTRALINE"	"automatique"
"SERTRALINE"		"same"	"42406"	"SERTRALINE BASE"	"automatique"
"SERTRALINE"		"hasform"	"97603"	"CHLORHYDRATE DE SERTRALINE"	"semiautomatique"
"SEVELAMER"		"same"	"76741"	"SÉVÉLAMER BASE"	"semiautomatique"
"SEVELAMER"		"hasform"	"55721"	"SÉVÉLAMER (CARBONATE DE)"	"semiautomatique"
"SEVELAMER"		"hasform"	"44677"	"CHLORHYDRATE DE SÉVÉLAMER"	"semiautomatique"
"SEVELAMER"		"hasform"	"55721"	"CARBONATE DE SÉVÉLAMER"	"semiautomatique"
"SEVOFLURANE"		"same"	"77978"	"SEVORANE"	"automatique"
"SEVOFLURANE"		"same"	"77978"	"SÉVOFLURANE"	"automatique"
"SIBUTRAMINE"		"same"	"71919"	"SIBUTRAMINE BASE"	"semiautomatique"
"SIBUTRAMINE"		"hasform"	"38065"	"CHLORHYDRATE DE SIBUTRAMINE MONOHYDRATÉ"	"semiautomatique"
"SILDENAFIL"		"same"	"67717"	"SILDÉNAFIL"	"automatique"
"SILDENAFIL"		"hasform"	"34251"	"SILDÉNAFIL (CITRATE DE)"	"semiautomatique"
"SILDENAFIL"		"hasform"	"34251"	"CITRATE DE SILDÉNAFIL"	"semiautomatique"
"SILODOSINE"		"same"	"50540"	"SILODOSINE"	"automatique"
"SIMEPREVIR"		"same"	"94406"	"SIMÉPRÉVIR"	"automatique"
"SIMEPREVIR"		"hasform"	"49272"	"SIMÉPRÉVIR SODIQUE"	"semiautomatique"
"SIMVASTATINE"		"same"	"10171"	"SIMVASTATINE"	"automatique"
"SIROLIMUS"		"same"	"59394"	"SIROLIMUS"	"automatique"
"SITAGLIPTINE"		"same"	"20740"	"SITAGLIPTINE"	"automatique"
"SITAGLIPTINE"		"hasform"	"21050"	"SITAGLIPTINE (PHOSPHATE DE) MONOHYDRATÉ"	"semiautomatique"
"SITAGLIPTINE"		"hasform"	"21050"	"PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ"	"semiautomatique"
"SODIUM (AUROTHIOPROPANOLSULFONATE DE)"		"same"	"4652"	"SODIUM (AUROTHIOPROPANOLSULFONATE DE)"	"semiautomatique"
"SODIUM (AUROTHIOPROPANOLSULFONATE DE)"		"same"	"4652"	"AUROTHIOPROPANOLSULFONATE DE SODIUM"	"semiautomatique"
"SODIUM (BICARBONATE DE)"		"same"	"899"	"SODIUM (BICARBONATE DE)"	"semiautomatique"
"SODIUM (BICARBONATE DE)"		"same"	"899"	"BICARBONATE DE SODIUM"	"semiautomatique"
"SODIUM (CHLORURE DE)"		"same"	"901"	"SODIUM (CHLORURE DE)"	"semiautomatique"
"SODIUM (CHLORURE DE)"		"same"	"901"	"CHLORURE DE SODIUM"	"semiautomatique"
"SODIUM (CITRATE DE)"		"same"	"4155"	"SODIUM (CITRATE DE)"	"semiautomatique"
"SODIUM (CITRATE DE)"		"same"	"4155"	"CITRATE DE SODIUM"	"semiautomatique"
"SODIUM (CITRATE DE)"		"hasform"	"50340"	"CITRATE DE SODIUM ACIDE"	"semiautomatique"
"SODIUM (CITRATE DIACIDE DE)"		"same"	"633"	"SODIUM (CITRATE DIACIDE DE)"	"semiautomatique"
"SODIUM (CITRATE DIACIDE DE)"		"same"	"633"	"CITRATE MONOSODIQUE ANHYDRE"	"semiautomatique"
"SODIUM (CITRATE DIACIDE DE)"		"same"	"50340"	"CITRATE DE SODIUM ACIDE"	"semiautomatique"
"SODIUM (DOCUSATE DE)"		"same"	"3063"	"SODIUM (DOCUSATE DE)"	"semiautomatique"
"SODIUM (DOCUSATE DE)"		"same"	"3063"	"DIOCTYL-SULFOSUCCINATE-SODIQUE"	"semiautomatique"
"SODIUM (DOCUSATE DE)"		"same"	"3063"	"DOCUSATE DE SODIUM"	"semiautomatique"
"SODIUM (NITROPRUSSIATE DE)"		"same"	"801"	"SODIUM (NITROPRUSSIATE DE)"	"semiautomatique"
"SODIUM (OXYBATE DE)"		"same"	"10876"	"HYDROXY-4-BUTYRATE DE SODIUM"	"semiautomatique"
"SODIUM (OXYBATE DE)"		"same"	"10876"	"SODIUM (OXYBATE DE)"	"semiautomatique"
"SODIUM (PICOSULFATE DE)"		"same"	"47933"	"PICOSULFATE DE SODIUM"	"semiautomatique"
"SODIUM (PICOSULFATE DE)"		"same"	"47933"	"SODIUM (PICOSULFATE DE)"	"semiautomatique"
"SODIUM (RICINOLEATE DE)"		"same"	"14830"	"SODIUM (RICINOLÉATE DE)"	"semiautomatique"
"SOFOSBUVIR"		"same"	"83492"	"SOFOSBUVIR"	"automatique"
"SOLIFENACINE"		"same"	"72550"	"SOLIFÉNACINE"	"automatique"
"SOLIFENACINE"		"hasform"	"32050"	"SUCCINATE DE SOLIFÉNACINE"	"semiautomatique"
"SORAFENIB"		"same"	"89477"	"SORAFÉNIB"	"automatique"
"SORAFENIB"		"hasform"	"27352"	"TOSILATE DE SORAFÉNIB"	"semiautomatique"
"SORBITOL"		"same"	"640"	"SORBITOL"	"automatique"
"SORBITOL"		"hasform"	"1436"	"SORBITOL À 70 POUR CENT (NON CRISTALLISABLE)"	"semiautomatique"
"SORBITOL"		"hasform"	"18343"	"SORBITOL À 70 POUR CENT CRISTALLISABLE"	"semiautomatique"
"SORBITOL"		"hasform"	"18343"	"SORBITOL LIQUIDE (CRISTALLISABLE)"	"semiautomatique"
"SOTALOL"		"hasform"	"970"	"CHLORHYDRATE DE SOTALOL"	"semiautomatique"
"SOTALOL"		"hasform"	"970"	"SOTALOL (CHLORHYDRATE DE)"	"semiautomatique"
"SPECTINOMYCINE"		"same"	"98616"	"SPECTINOMYCINE"	"automatique"
"SPECTINOMYCINE"		"hasform"	"973"	"SPECTINOMYCINE (DICHLORHYDRATE DE)"	"semiautomatique"
"SPIRAMYCINE"		"same"	"975"	"SPIRAMYCINE"	"automatique"
"SPIRAMYCINE"		"hasform"	"335"	"SPIRAMYCINE (ADIPATE DE)"	"semiautomatique"
"SPIRAPRIL"		"hasform"	"9264"	"SPIRAPRIL (CHLORHYDRATE DE)"	"semiautomatique"
"SPIRONOLACTONE"		"same"	"977"	"SPIRONOLACTONE"	"automatique"
"STAVUDINE"		"same"	"93467"	"STAVUDINE"	"automatique"
"STIRIPENTOL"		"same"	"52513"	"STIRIPENTOL"	"automatique"
"STREPTOKINASE"		"same"	"2848"	"STREPTOKINASE"	"automatique"
"STREPTOMYCINE"		"same"	"38447"	"STREPTOMYCINE BASE"	"semiautomatique"
"STREPTOMYCINE"		"hasform"	"4068"	"SULFATE DE STREPTOMYCINE"	"semiautomatique"
"STREPTOMYCINE"		"hasform"	"4068"	"STREPTOMYCINE (SULFATE DE)"	"semiautomatique"
"STREPTOZOCINE"		"same"	"10235"	"STREPTOZOCINE"	"automatique"
"STRONTIUM"		"hasform"	"41489"	"RANÉLATE DE STRONTIUM ANHYDRE"	"semiautomatique"
"STRONTIUM"		"hasform"	"67089"	"STRONTIUM [89 SR] (CHLORURE DE)"	"semiautomatique"
"STRONTIUM"		"hasform"	"99546"	"RANÉLATE DE STRONTIUM NONAHYDRATÉ"	"semiautomatique"
"SUCCINYLCHOLINE"	"suxamethonium"	"hasform"	"4651"	"IODURE DE SUXAMETHONIUM"	"semiautomatique"
"SUCCINYLCHOLINE"	"suxamethonium"	"hasform"	"4653"	"CHLORURE DE SUXAMÉTHONIUM"	"manuelle"
"SUCRALFATE"		"same"	"3563"	"SUCRALFATE"	"automatique"
"SUFENTANIL"		"same"	"34909"	"SUFENTANIL"	"automatique"
"SUFENTANIL"		"hasform"	"48856"	"SUFENTANIL (CITRATE DE)"	"semiautomatique"
"SUFENTANIL"		"hasform"	"48856"	"CITRATE DE SUFENTANIL"	"semiautomatique"
"SULFACETAMIDE"		"hasform"	"4584"	"SULFACÉTAMIDE SODIQUE"	"semiautomatique"
"SULFADIAZINE"		"same"	"2867"	"SULFADIAZINE"	"automatique"
"SULFADIAZINE"		"hasform"	"617"	"SULFADIAZINE ARGENTIQUE"	"semiautomatique"
"SULFADOXINE"		"same"	"645"	"SULFADOXINE"	"automatique"
"SULFAFURAZOL"		"same"	"2873"	"SULFAFURAZOL"	"automatique"
"SULFAGUANIDINE"		"same"	"2874"	"P-AMINO PHÉNYL SULFONYL GUANIDINE"	"automatique"
"SULFAGUANIDINE"		"same"	"2874"	"SULFAGUANIDINE"	"automatique"
"SULFAGUANIDINE"		"hasform"	"27539"	"SULFAGUANIDINE HYDRATÉE"	"semiautomatique"
"SULFAMETHIZOL"		"same"	"2877"	"SULFAMÉTHIZOL"	"automatique"
"SULFAMETHOXAZOLE"		"same"	"2878"	"SULFAMÉTHOXAZOLE"	"automatique"
"SULFAMOXOLE"		"same"	"2886"	"SULFAMOXOLE"	"automatique"
"SULFASALAZINE"		"same"	"947"	"SULFASALAZINE"	"automatique"
"SULFASALAZINE"		"same"	"947"	"SALAZOSULFAPYRIDINE"	"automatique"
"SULFINPYRAZONE"		"same"	"2902"	"SULFINPYRAZONE"	"automatique"
"SULINDAC"		"same"	"216"	"SULINDAC"	"automatique"
"SULPIRIDE"		"same"	"2914"	"SULPIRIDE"	"automatique"
"SULPROSTONE"		"same"	"6209"	"SULPROSTONE"	"automatique"
"SULTOPRIDE"		"same"	"89853"	"SULTOPRIDE BASE"	"semiautomatique"
"SULTOPRIDE"		"hasform"	"646"	"SULTOPRIDE (CHLORHYDRATE DE)"	"semiautomatique"
"SULTOPRIDE"		"hasform"	"646"	"CHLORHYDRATE DE SULTOPRIDE"	"semiautomatique"
"SUMATRIPTAN"		"same"	"89266"	"SUMATRIPTAN"	"automatique"
"SUMATRIPTAN"		"hasform"	"15562"	"SUMATRIPTAN (SUCCINATE DE)"	"semiautomatique"
"SUMATRIPTAN"		"hasform"	"15562"	"SUCCINATE DE SUMATRIPTAN"	"semiautomatique"
"SUNITINIB"		"same"	"29335"	"SUNITINIB"	"automatique"
"SUNITINIB"		"hasform"	"41239"	"MALATE DE SUNITINIB"	"semiautomatique"
"SUXAMETHONIUM"		"hasform"	"4653"	"CHLORURE DE SUXAMÉTHONIUM"	"semiautomatique"
"SUXAMETHONIUM"		"hasform"	"4651"	"IODURE DE SUXAMETHONIUM"	"semiautomatique"
"SYNEPHRINE"		"hasform"	"5181"	"SYNÉPHRINE (TARTRATE DE)"	"semiautomatique"
"SYNEPHRINE"		"hasform"	"5162"	"SYNEPHRINE (CHLORHYDRATE DE)"	"semiautomatique"
"TACROLIMUS"		"same"	"77086"	"TACROLIMUS ANHYDRE"	"automatique"
"TACROLIMUS"		"same"	"77086"	"TACROLIMUS"	"automatique"
"TACROLIMUS"		"hasform"	"98322"	"TACROLIMUS MONOHYDRATÉ"	"semiautomatique"
"TADALAFIL"		"same"	"98159"	"TADALAFIL"	"automatique"
"TAMOXIFENE"		"same"	"35166"	"TAMOXIFÈNE"	"automatique"
"TAMOXIFENE"		"same"	"35166"	"TAMOXIFÈNE BASE"	"automatique"
"TAMOXIFENE"		"hasform"	"126"	"CITRATE DE TAMOXIFÈNE"	"semiautomatique"
"TAMOXIFENE"		"hasform"	"126"	"TAMOXIFÈNE (CITRATE DE)"	"semiautomatique"
"TAMSULOSINE"		"same"	"64851"	"TAMSULOSINE"	"automatique"
"TAMSULOSINE"		"hasform"	"66494"	"CHLORHYDRATE DE TAMSULOSINE"	"semiautomatique"
"TAMSULOSINE"		"hasform"	"66494"	"TAMSULOSINE (CHLORHYDRATE DE)"	"semiautomatique"
"TAPENTADOL"		"same"	"22322"	"TAPENTADOL"	"automatique"
"TAPENTADOL"		"hasform"	"24583"	"CHLORHYDRATE DE TAPENTADOL"	"semiautomatique"
"TEGAFUR"		"same"	"88022"	"TÉGAFUR"	"automatique"
"TEICOPLANINE"		"same"	"9967"	"TÉICOPLANINE"	"automatique"
"TELAPREVIR"		"same"	"26938"	"TÉLAPRÉVIR"	"automatique"
"TELBIVUDINE"		"same"	"24568"	"TELBIVUDINE"	"automatique"
"TELITHROMYCINE"		"same"	"55715"	"TÉLITHROMYCINE"	"automatique"
"TELMISARTAN"		"same"	"71153"	"TELMISARTAN"	"automatique"
"TEMAZEPAM"		"same"	"23187"	"TÉMAZÉPAM"	"automatique"
"TEMOZOLOMIDE"		"same"	"31246"	"TÉMOZOLOMIDE"	"automatique"
"TEMSIROLIMUS"		"same"	"27660"	"TEMSIROLIMUS"	"automatique"
"TENECTEPLASE"		"same"	"38167"	"TÉNECTÉPLASE "	"automatique"
"TENOFOVIR DISOPROXIL"		"same"	"29337"	"TÉNOFOVIR DISOPROXIL"	"automatique"
"TENOFOVIR DISOPROXIL"		"hasform"	"89901"	"TÉNOFOVIR DISOPROXIL (FUMARATE DE)"	"semiautomatique"
"TENOFOVIR DISOPROXIL"		"hasform"	"89901"	"FUMARATE DE TÉNOFOVIR DISOPROXIL"	"semiautomatique"
"TENONITROZOLE"		"same"	"2710"	"TÉNONITROZOLE"	"automatique"
"TENOXICAM"		"same"	"8751"	"TÉNOXICAM"	"automatique"
"TERAZOSINE"		"same"	"53913"	"TÉRAZOSINE BASE"	"semiautomatique"
"TERAZOSINE"		"hasform"	"60254"	"TÉRAZOSINE (CHLORHYDRATE DE) DIHYDRATÉ"	"semiautomatique"
"TERAZOSINE"		"hasform"	"60254"	"CHLORHYDRATE DE TÉRAZOSINE DIHYDRATÉ"	"semiautomatique"
"TERBINAFINE"		"same"	"72481"	"TERBINAFINE"	"automatique"
"TERBINAFINE"		"hasform"	"32925"	"TERBINAFINE (CHLORHYDRATE DE)"	"semiautomatique"
"TERBINAFINE"		"hasform"	"32925"	"CHLORHYDRATE DE TERBINAFINE"	"semiautomatique"
"TERBUTALINE"		"hasform"	"4857"	"TERBUTALINE (SULFATE DE)"	"semiautomatique"
"TERBUTALINE"		"hasform"	"4857"	"SULFATE DE TERBUTALINE"	"semiautomatique"
"TERIFLUNOMIDE"		"same"	"17098"	"TÉRIFLUNOMIDE"	"automatique"
"TERPINE"		"same"	"651"	"TERPINE"	"automatique"
"TERPINE"		"same"	"651"	"TERPINE (HYDRATE DE)"	"automatique"
"TERPINEOL"		"same"	"46674"	"TERPINÉOL"	"automatique"
"TERPINOL"		"same"	"10791"	"TERPINOL"	"automatique"
"TERTATOLOL"		"hasform"	"9542"	"TERTATOLOL (CHLORHYDRATE DE)"	"semiautomatique"
"TESTOSTERONE"		"same"	"2934"	"TESTOSTÉRONE"	"automatique"
"TESTOSTERONE"		"hasform"	"22217"	"TESTOSTÉRONE (UNDÉCANOATE DE)"	"semiautomatique"
"TESTOSTERONE"		"hasform"	"22217"	"UNDÉCANOATE DE TESTOSTÉRONE"	"semiautomatique"
"TESTOSTERONE"		"hasform"	"5477"	"ÉNANTATE DE TESTOSTÉRONE"	"semiautomatique"
"TETRABENAZINE"		"same"	"71395"	"TÉTRABÉNAZINE"	"automatique"
"TETRACOSACTIDE"		"same"	"1836"	"TÉTRACOSACTIDE"	"automatique"
"TETRACYCLINE"		"same"	"1837"	"TÉTRACYCLINE"	"automatique"
"TETRACYCLINE"		"hasform"	"4630"	"TÉTRACYCLINE (CHLORHYDRATE DE)"	"semiautomatique"
"TETRACYCLINE"		"hasform"	"4630"	"CHLORHYDRATE DE TÉTRACYCLINE"	"semiautomatique"
"TETRAZEPAM"		"same"	"1840"	"TÉTRAZÉPAM"	"automatique"
"TETRYZOLINE"		"hasform"	"109"	"TÉTRYZOLINE (CHLORHYDRATE DE)"	"semiautomatique"
"TETRYZOLINE"		"hasform"	"109"	"CHLORHYDRATE DE TÉTRYZOLINE"	"semiautomatique"
"THALIDOMIDE"		"same"	"69479"	"THALIDOMIDE"	"automatique"
"THEODRENALINE"		"hasform"	"3417"	"THÉODRÉNALINE (CHLORHYDRATE DE)"	"semiautomatique"
"THEOPHYLLINE"		"same"	"15078"	"THÉOPHYLLINE ANHYDRE"	"automatique"
"THEOPHYLLINE"		"same"	"15078"	"THÉOPHYLLINE"	"automatique"
"THEOPHYLLINE"		"hasform"	"42599"	"THÉOPHYLLINE (ACÉTATE DE SODIUM)"	"semiautomatique"
"THEOPHYLLINE"		"hasform"	"655"	"THÉOPHYLLINE MONOHYDRATÉE"	"semiautomatique"
"THIOMERSAL"		"same"	"5272"	"MERCUROTHIOLATE SODIQUE"	"automatique"
"THIOMERSAL"		"same"	"5272"	"THIOMERSAL"	"automatique"
"THIOPENTAL"		"hasform"	"42608"	"THIOPENTAL SODIQUE"	"semiautomatique"
"THIOPENTAL"		"hasform"	"3599"	"THIOPENTAL ET CARBONATE SODIQUES"	"semiautomatique"
"THIOPROPERAZINE"		"same"	"48862"	"THIOPROPERAZINE BASE"	"semiautomatique"
"THIOPROPERAZINE"		"hasform"	"2748"	"THIOPROPERAZINE (DIMÉSILATE DE)"	"semiautomatique"
"THIOTEPA"		"same"	"2751"	"THIOTÉPA"	"automatique"
"THYMOL"		"same"	"659"	"THYMOL"	"automatique"
"TIABENDAZOLE"		"same"	"25272"	"TIABENDAZOLE"	"automatique"
"TIAGABINE"		"hasform"	"83209"	"TIAGABINE ANHYDRE"	"semiautomatique"
"TIAGABINE"		"hasform"	"40435"	"TIAGABINE (CHLORHYDRATE DE) MONOHYDRATÉ"	"semiautomatique"
"TIANEPTINE"		"hasform"	"8215"	"TIANEPTINE SODIQUE"	"semiautomatique"
"TIAPRIDE"		"same"	"89551"	"TIAPRIDE BASE"	"semiautomatique"
"TIAPRIDE"		"hasform"	"5765"	"CHLORHYDRATE DE TIAPRIDE"	"semiautomatique"
"TIAPRIDE"		"hasform"	"5765"	"TIAPRIDE (CHLORHYDRATE DE)"	"semiautomatique"
"TIBOLONE"		"same"	"81834"	"TIBOLONE"	"automatique"
"TICAGRELOR"		"same"	"37533"	"TICAGRÉLOR"	"automatique"
"TICARCILLINE"		"same"	"15487"	"TICARCILLINE BASE"	"semiautomatique"
"TICARCILLINE"		"hasform"	"28408"	"TICARCILLINE SODIQUE"	"semiautomatique"
"TICLOPIDINE"		"hasform"	"783"	"TICLOPIDINE (CHLORHYDRATE DE)"	"semiautomatique"
"TICLOPIDINE"		"hasform"	"783"	"CHLORHYDRATE DE TICLOPIDINE"	"semiautomatique"
"TIGECYCLINE"		"same"	"91931"	"TIGÉCYCLINE"	"automatique"
"TIMOLOL"		"same"	"15009"	"TIMOLOL"	"automatique"
"TIMOLOL"		"same"	"15009"	"TIMOLOL BASE"	"automatique"
