"CUI"	"synonymes"	"synonymes"
"C0016278"	"flucytosine (substance)"	"flucytosine substance "
"C0016278"	"flucytosine [chemical/ingredient]"	"flucytosine chemical ingredient "
"C0016278"	"k-fluorocytosine"	"k fluorocytosine"
"C0016278"	"flucytosine (medication)"	"flucytosine medication "
"C0016278"	"fluorocytosine"	"fluorocytosine"
"C0017861"	"1,2,3-propanetriol"	"1 2 3 propanetriol"
"C0017861"	"1,2,3-trihydroxypropane"	"1 2 3 trihydroxypropane"
"C0017861"	"glycerin"	"glycerin"
"C0017861"	"glycerin (substance)"	"glycerin substance "
"C0017861"	"glycerin preparation"	"glycerin preparation"
"C0017861"	"glycerin preparation (product)"	"glycerin preparation product "
"C0017861"	"glycerin preparation (substance)"	"glycerin preparation substance "
"C0017861"	"glycerine"	"glycerine"
"C0017861"	"glycerol"	"glycerol"
"C0017861"	"glycerol (product)"	"glycerol product "
"C0017861"	"glycerol (substance)"	"glycerol substance "
"C0017861"	"glycerol - chemical"	"glycerol chemical"
"C0017861"	"glycerol - chemical (substance)"	"glycerol chemical substance "
"C0017861"	"glycerol [chemical/ingredient]"	"glycerol chemical ingredient "
"C0017861"	"glycerol analyte"	"glycerol analyte"
"C0017861"	"glycerol analyte (substance)"	"glycerol analyte substance "
"C0017861"	"glycerol product"	"glycerol product"
"C0017861"	"glycerol product (product)"	"glycerol product product "
"C0017861"	"glycerin (medication)"	"glycerin medication "
"C0017861"	"glycerin (obsolete)"	"glycerin obsolete "
"C0017861"	"laxatives glycerin"	"laxatives glycerin"
"C0018318"	"((2-hexahydro-1(2h)-azocinyl)ethyl)guanidine"	"2 hexahydro 1 2h azocinyl ethyl guanidine"
"C0018318"	"(2-(octahydro-1-azocinyl)ethyl)guanidine"	"2 octahydro 1 azocinyl ethyl guanidine"
"C0018318"	"guanethidine"	"guanethidine"
"C0018318"	"guanethidine (product)"	"guanethidine product "
"C0018318"	"guanethidine (substance)"	"guanethidine substance "
"C0018318"	"guanethidine [chemical/ingredient]"	"guanethidine chemical ingredient "
"C0018318"	"guanidine, (2-(hexahydro-1(2h)-azocinyl)ethyl)-"	"guanidine 2 hexahydro 1 2h azocinyl ethyl "
"C0018318"	"octadine"	"octadine"
"C0018318"	"octatensine"	"octatensine"
"C0018318"	"oktadin"	"oktadin"
"C0018318"	"guanethidines"	"guanethidines"
"C0018318"	"guanethidines (medication)"	"guanethidines medication "
"C2698692"	"5-fluoro-3-phenyl-2-((s)-1-(9h-purin-6-ylamino)-propyl)-3h- quinazolin-4-one"	"5 fluoro 3 phenyl 2 s 1 9h purin 6 ylamino propyl 3h quinazolin 4 one"
"C2698692"	"idelalisib"	"idelalisib"
"C2698692"	"idelalisib (product)"	"idelalisib product "
"C2698692"	"idelalisib (substance)"	"idelalisib substance "
"C2698692"	"chemotherapeutics idelalisib"	"chemotherapeutics idelalisib"
"C2698692"	"idelalisib (medication)"	"idelalisib medication "
"C0021641"	"a22 insulin preparations"	"a22 insulin preparations"
"C0021641"	"insulin"	"insulin"
"C0021641"	"insulin preparations"	"insulin preparations"
"C0021641"	"insulin (substance)"	"insulin substance "
"C0021641"	"insulin [chemical/ingredient]"	"insulin chemical ingredient "
"C0021641"	"insulin preparation"	"insulin preparation"
"C0021641"	"insulin preparation (substance)"	"insulin preparation substance "
"C0021641"	"insulin preparation, nos"	"insulin preparation nos"
"C0021641"	"insulin product"	"insulin product"
"C0021641"	"insulin product (product)"	"insulin product product "
"C0021641"	"insulin regular"	"insulin regular"
"C0021641"	"insulin, regular"	"insulin regular"
"C0021641"	"insulin, soluble"	"insulin soluble"
"C0021641"	"regular insulin"	"regular insulin"
"C0021641"	"regular insulin (substance)"	"regular insulin substance "
"C0021641"	"regular insulin preparation"	"regular insulin preparation"
"C0021641"	"regular insulin product"	"regular insulin product"
"C0021641"	"soluble insulin"	"soluble insulin"
"C0021641"	"soluble insulin (substance)"	"soluble insulin substance "
"C0021641"	"unmodified insulin preparation"	"unmodified insulin preparation"
"C0021641"	"unmodified insulin product"	"unmodified insulin product"
"C0021641"	"insulin preparations (medication)"	"insulin preparations medication "
"C0021641"	"insulin products"	"insulin products"
"C0021641"	"insulins"	"insulins"
"C0002199"	"alpha interferon"	"alpha interferon"
"C0002199"	"alpha interferon (substance)"	"alpha interferon substance "
"C0002199"	"ifn-a"	"ifn a"
"C0002199"	"ifna"	"ifna"
"C0002199"	"interferon alfa"	"interferon alfa"
"C0002199"	"interferon alfa (product)"	"interferon alfa product "
"C0002199"	"interferon alfa (substance)"	"interferon alfa substance "
"C0002199"	"interferon alpha"	"interferon alpha"
"C0002199"	"interferon, leukocyte"	"interferon leukocyte"
"C0002199"	"interferon, lymphoblast"	"interferon lymphoblast"
"C0002199"	"interferon, lymphoblastoid"	"interferon lymphoblastoid"
"C0002199"	"interferon, alpha"	"interferon alpha"
"C0002199"	"interferon-alpha"	"interferon alpha"
"C0002199"	"interferon-alpha [chemical/ingredient]"	"interferon alpha chemical ingredient "
"C0002199"	"interferon.alpha"	"interferon alpha"
"C0002199"	"leukocyte interferon"	"leukocyte interferon"
"C0002199"	"lymphoblast interferon"	"lymphoblast interferon"
"C0002199"	"lymphoblastoid interferon"	"lymphoblastoid interferon"
"C0002199"	"alpha interferons"	"alpha interferons"
"C0002199"	"alpha-interferon"	"alpha interferon"
"C0002199"	"interferon a"	"interferon a"
"C1832021"	"isavuconazole"	"isavuconazole"
"C0022245"	"1,2-benzenediol, 4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-"	"1 2 benzenediol 4 1 hydroxy 2 1 methylethyl amino ethyl "
"C0022245"	"4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol"	"4 1 hydroxy 2 1 methylethyl amino ethyl 1 2 benzenediol"
"C0022245"	"isoproterenol"	"isoproterenol"
"C0022245"	"isoprenaline"	"isoprenaline"
"C0022245"	"isopropyl noradrenaline"	"isopropyl noradrenaline"
"C0022245"	"isopropylarterenol"	"isopropylarterenol"
"C0022245"	"isopropylnoradrenaline"	"isopropylnoradrenaline"
"C0022245"	"isopropylnorepinephrine"	"isopropylnorepinephrine"
"C0022245"	"isoproterenol (product)"	"isoproterenol product "
"C0022245"	"isoproterenol (substance)"	"isoproterenol substance "
"C0022245"	"isoproterenol [chemical/ingredient]"	"isoproterenol chemical ingredient "
"C0022245"	"isoproteronol"	"isoproteronol"
"C0022245"	"noradrenaline, isopropyl"	"noradrenaline isopropyl"
"C0022245"	"isoproterenol preparations"	"isoproterenol preparations"
"C0022245"	"isoproterenol preparations (medication)"	"isoproterenol preparations medication "
"C3264621"	"ivacaftor"	"ivacaftor"
"C3264621"	"ivacaftor (product)"	"ivacaftor product "
"C3264621"	"ivacaftor (substance)"	"ivacaftor substance "
"C3264621"	"n-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide"	"n 2 4 di tert butyl 5 hydroxyphenyl 4 oxo 1 4 dihydroquinoline 3 carboxamide"
"C3264621"	"cftr modulators ivacaftor"	"cftr modulators ivacaftor"
"C3264621"	"ivacaftor (medication)"	"ivacaftor medication "
"C0209738"	"2',3' dideoxy 3' thiacytidine"	"2 3 dideoxy 3 thiacytidine"
"C0209738"	"2',3'-dideoxy-3'-thiacytidine"	"2 3 dideoxy 3 thiacytidine"
"C0209738"	"2'3' dideoxy 3' thiacytidine"	"2 3 dideoxy 3 thiacytidine"
"C0209738"	"2(1h)-pyrimidinone, 4-amino-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-, (2r-cis)-"	"2 1h pyrimidinone 4 amino 1 2 hydroxymethyl 1 3 oxathiolan 5 yl 2r cis "
"C0209738"	"3'-thia-2',3'-dideoxycytidine"	"3 thia 2 3 dideoxycytidine"
"C0209738"	"3tc"	"3tc"
"C0209738"	"4-amino-1-((2r,5s)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1h)-pyrimidinone"	"4 amino 1 2r 5s 2 hydroxymethyl 1 3 oxathiolan 5 yl 2 1h pyrimidinone"
"C0209738"	"dideoxythiacytidine 002 003 003"	"dideoxythiacytidine 002 003 003"
"C0209738"	"lamivudine"	"lamivudine"
"C0209738"	"lamivudine (product)"	"lamivudine product "
"C0209738"	"lamivudine (substance)"	"lamivudine substance "
"C0209738"	"lamivudine [chemical/ingredient]"	"lamivudine chemical ingredient "
"C0209738"	"three tc"	"three tc"
"C0209738"	"lamivudine (medication)"	"lamivudine medication "
"C1144149"	"2,6-piperidinedione, 3-(4-amino-1,3-dihydro-1-oxo-2h- isoindol-2-yl)-"	"2 6 piperidinedione 3 4 amino 1 3 dihydro 1 oxo 2h isoindol 2 yl "
"C1144149"	"3-(4-amino-1-oxo-1,3-dihydro-2h-isoindol-2-yl)piperidine-2,6-dione"	"3 4 amino 1 oxo 1 3 dihydro 2h isoindol 2 yl piperidine 2 6 dione"
"C1144149"	"3-(4-amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione"	"3 4 amino 1 oxoisoindolin 2 yl piperidine 2 6 dione"
"C1144149"	"imid-1"	"imid 1"
"C1144149"	"imid3 cpd"	"imid3 cpd"
"C1144149"	"lenalidomide"	"lenalidomide"
"C1144149"	"lenalidomide (product)"	"lenalidomide product "
"C1144149"	"lenalidomide (substance)"	"lenalidomide substance "
"C1144149"	"lenalidomide (medication)"	"lenalidomide medication "
"C1144149"	"lenalidomide [chemical/ingredient]"	"lenalidomide chemical ingredient "
"C0087163"	"carnitine"	"carnitine"
"C0087163"	"l carnitine"	"l carnitine"
"C0087163"	"l-carnitine"	"l carnitine"
"C0087163"	"l-carnitine (substance)"	"l carnitine substance "
"C0087163"	"l-carnitine product"	"l carnitine product"
"C0087163"	"l-carnitine product (product)"	"l carnitine product product "
"C0087163"	"l-carnitine product (substance)"	"l carnitine product substance "
"C0087163"	"levocarnitine"	"levocarnitine"
"C0087163"	"levocarnitine (product)"	"levocarnitine product "
"C0087163"	"levocarnitine (substance)"	"levocarnitine substance "
"C0087163"	"vitamin bt"	"vitamin bt"
"C0087163"	"carnitine l"	"carnitine l"
"C0087163"	"levocarnitine (medication)"	"levocarnitine medication "
"C0087163"	"vitamin b t"	"vitamin b t"
"C0023870"	"lithium"	"lithium"
"C0023870"	"li"	"li"
"C0023870"	"li - lithium"	"li lithium"
"C0023870"	"li element"	"li element"
"C0023870"	"li+ element"	"li+ element"
"C0023870"	"lithium (product)"	"lithium product "
"C0023870"	"lithium (substance)"	"lithium substance "
"C0023870"	"lithium metallicum"	"lithium metallicum"
"C0023870"	"lithium [chemical/ingredient]"	"lithium chemical ingredient "
"C0023870"	"lithium product"	"lithium product"
"C0023870"	"lithium product (product)"	"lithium product product "
"C0023870"	"lithium product (substance)"	"lithium product substance "
"C0023870"	"lithium, nos"	"lithium nos"
"C0023870"	"lithium (medication)"	"lithium medication "
"C2827241"	"9h-fluorene-9-carboxamide, n-(2,2,2-trifluoroethyl)-9-(4-(4-(((4'-(trifluoromethyl)(1,1'-biphenyl)-2-yl)carbonyl)amino)-1-piperidinyl)butyl)-"	"9h fluorene 9 carboxamide n 2 2 2 trifluoroethyl 9 4 4 4 trifluoromethyl 1 1 biphenyl 2 yl carbonyl amino 1 piperidinyl butyl "
"C2827241"	"bms-201038-01"	"bms 201038 01"
"C2827241"	"lomitapide"	"lomitapide"
"C2827241"	"n-(2,2,2-trifluoroethyl)-9-(4-(4-(((4'-(trifluoromethyl)biphenyl-2-yl)carbonyl)amino)piperidin-1-yl)butyl)-9h-fluorene-9-carboxamide"	"n 2 2 2 trifluoroethyl 9 4 4 4 trifluoromethyl biphenyl 2 yl carbonyl amino piperidin 1 yl butyl 9h fluorene 9 carboxamide"
"C2827241"	"antihyperlipemics lomitapide"	"antihyperlipemics lomitapide"
"C2827241"	"lomitapide (medication)"	"lomitapide medication "
"C2003424"	"lurasidone"	"lurasidone"
"C2003424"	"lurasidone (substance)"	"lurasidone substance "
"C2003424"	"n-(2-(4-(1,2-benzisothiazol-3-yl)-1-piperazinylmethyl)-1-cyclohexylmethyl)-2,3-bicyclo(2.2.1)heptanedicarboximide"	"n 2 4 1 2 benzisothiazol 3 yl 1 piperazinylmethyl 1 cyclohexylmethyl 2 3 bicyclo 2 2 1 heptanedicarboximide"
"C2003424"	"antipsychotics lurasidone"	"antipsychotics lurasidone"
"C2003424"	"lurasidone (medication)"	"lurasidone medication "
"C2606556"	"actelion-1"	"actelion 1"
"C2606556"	"macitentan"	"macitentan"
"C2606556"	"macitentan (substance)"	"macitentan substance "
"C2606556"	"n-(5-(4-bromophenyl)-6-(2-((5-bromopyrimidin-2-yl)oxi)ethoxy)pyrimidin-4-yl)-n'-propylsulfuric diamide"	"n 5 4 bromophenyl 6 2 5 bromopyrimidin 2 yl oxi ethoxy pyrimidin 4 yl n propylsulfuric diamide"
"C2606556"	"n-(5-(4-bromophenyl)-6-(2-(5-bromopyrimidin-2-yloxy)ethoxy)pyrimidin-4-yl)-n'-propylaminosulfonamide"	"n 5 4 bromophenyl 6 2 5 bromopyrimidin 2 yloxy ethoxy pyrimidin 4 yl n propylaminosulfonamide"
"C2606556"	"antihypertensives macitentan"	"antihypertensives macitentan"
"C2606556"	"macitentan (medication)"	"macitentan medication "
"C0024730"	"cordycepic acid"	"cordycepic acid"
"C0024730"	"d-mannitol"	"d mannitol"
"C0024730"	"e421 - mannitol"	"e421 mannitol"
"C0024730"	"mannitol"	"mannitol"
"C0024730"	"mannitol (product)"	"mannitol product "
"C0024730"	"mannitol (substance)"	"mannitol substance "
"C0024730"	"mannitol [chemical/ingredient]"	"mannitol chemical ingredient "
"C0024730"	"mannitol product"	"mannitol product"
"C0024730"	"mannitol, d-"	"mannitol d "
"C0024730"	"d mannitol"	"d mannitol"
"C0024730"	"mannitol (medication)"	"mannitol medication "
"C1667052"	"4,4-difluoro-n-((1s)-3-(exo-3-(3-isopropyl-5-methyl-4h-1,2,4-triazol-4-yl)-8-azabicyclo(3.2.1)oct-8-yl)-1-phenylpropyl)cyclohexanecarboxamide"	"4 4 difluoro n 1s 3 exo 3 3 isopropyl 5 methyl 4h 1 2 4 triazol 4 yl 8 azabicyclo 3 2 1 oct 8 yl 1 phenylpropyl cyclohexanecarboxamide"
"C1667052"	"maraviroc"	"maraviroc"
"C1667052"	"maraviroc (product)"	"maraviroc product "
"C1667052"	"maraviroc (substance)"	"maraviroc substance "
"C1667052"	"maraviroc (medication)"	"maraviroc medication "
"C1667052"	"maraviroc [chemical/ingredient]"	"maraviroc chemical ingredient "
"C0025598"	"1,1-dimethylbiguanide"	"1 1 dimethylbiguanide"
"C0025598"	"dimethylbiguanidine"	"dimethylbiguanidine"
"C0025598"	"dimethylguanylguanidine"	"dimethylguanylguanidine"
"C0025598"	"imidodicarbonimidic diamide, n,n-dimethyl-"	"imidodicarbonimidic diamide n n dimethyl "
"C0025598"	"metformin"	"metformin"
"C0025598"	"metformin (product)"	"metformin product "
"C0025598"	"metformin (substance)"	"metformin substance "
"C0025598"	"metformin [chemical/ingredient]"	"metformin chemical ingredient "
"C0025598"	"n,n-dimethylimidodicarbonimidic diamide"	"n n dimethylimidodicarbonimidic diamide"
"C0025638"	"1,3,5,7-tetraazatricyclo(3.3.1.13,7)decane"	"1 3 5 7 tetraazatricyclo 3 3 1 13 7 decane"
"C0025638"	"hexamethylenetetram (hexamin)"	"hexamethylenetetram hexamin "
"C0025638"	"hexamethylenetetramine"	"hexamethylenetetramine"
"C0025638"	"hexamethylenetetramine (hexamin)"	"hexamethylenetetramine hexamin "
"C0025638"	"hexamine"	"hexamine"
"C0025638"	"hexamine (product)"	"hexamine product "
"C0025638"	"hexamine (substance)"	"hexamine substance "
"C0025638"	"methenamine"	"methenamine"
"C0025638"	"methenamine (product)"	"methenamine product "
"C0025638"	"methenamine (substance)"	"methenamine substance "
"C0025638"	"methenamine [chemical/ingredient]"	"methenamine chemical ingredient "
"C0025638"	"methenamine (medication)"	"methenamine medication "
"C0025638"	"urological antibacterial methenamine"	"urological antibacterial methenamine"
"C0025876"	"1-propanone, 2-methyl-1,2-di-3-pyridinyl-"	"1 propanone 2 methyl 1 2 di 3 pyridinyl "
"C0025876"	"2-methyl-1,2-di-3-pyridinyl-1-propanone"	"2 methyl 1 2 di 3 pyridinyl 1 propanone"
"C0025876"	"metyrapone"	"metyrapone"
"C0025876"	"methbipyranone"	"methbipyranone"
"C0025876"	"methopyrapone"	"methopyrapone"
"C0025876"	"metyrapone (product)"	"metyrapone product "
"C0025876"	"metyrapone (substance)"	"metyrapone substance "
"C0025876"	"metyrapone [chemical/ingredient]"	"metyrapone chemical ingredient "
"C0025876"	"hormones metyrapone"	"hormones metyrapone"
"C0025876"	"metyrapone (medication)"	"metyrapone medication "
"C0025942"	"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]-1h-imidazole"	"1 2 2 4 dichlorophenyl 2 2 4 dichlorophenyl methoxy ethyl 1h imidazole"
"C0025942"	"1h-imidazole, 1-(2-(2,4-dichlorophenyl)-2-((2,4-dichlorophenyl)methoxy)ethyl)-"	"1h imidazole 1 2 2 4 dichlorophenyl 2 2 4 dichlorophenyl methoxy ethyl "
"C0025942"	"miconazole"	"miconazole"
"C0025942"	"miconazole (product)"	"miconazole product "
"C0025942"	"miconazole (substance)"	"miconazole substance "
"C0025942"	"miconazole [chemical/ingredient]"	"miconazole chemical ingredient "
"C0025942"	"miconazole [genital]"	"miconazole genital "
"C0025942"	"miconazole [genital] (product)"	"miconazole genital product "
"C0025942"	"miconazole [genital] (substance)"	"miconazole genital substance "
"C0025942"	"miconazole [oropharyngeal]"	"miconazole oropharyngeal "
"C0025942"	"miconazole [oropharyngeal] (product)"	"miconazole oropharyngeal product "
"C0025942"	"miconazole [oropharyngeal] (substance)"	"miconazole oropharyngeal substance "
"C0025942"	"miconazole [systemic]"	"miconazole systemic "
"C0025942"	"miconazole [systemic] (product)"	"miconazole systemic product "
"C0025942"	"miconazole [systemic] (substance)"	"miconazole systemic substance "
"C0025942"	"miconazole product"	"miconazole product"
"C0025942"	"micronazole"	"micronazole"
"C0025942"	"miconazoles"	"miconazoles"
"C0026256"	"(o,p)-ddd"	"o p ddd"
"C0026256"	"1, 1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl) ethane"	"1 1 dichloro 2 o chlorophenyl 2 p chlorophenyl ethane"
"C0026256"	"1, 1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane"	"1 1 dichloro 2 o chlorophenyl 2 p chlorophenyl ethane"
"C0026256"	"1,1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl) ethane"	"1 1 dichloro 2 o chlorophenyl 2 p chlorophenyl ethane"
"C0026256"	"1,1-dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane"	"1 1 dichloro 2 o chlorophenyl 2 p chlorophenyl ethane"
"C0026256"	"1,1-dichloro-2-(o-chlorophenyl-2-(p-chlorophenyl) ethane"	"1 1 dichloro 2 o chlorophenyl 2 p chlorophenyl ethane"
"C0026256"	"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene"	"1 chloro 2 2 2 dichloro 1 4 chlorophenyl ethyl benzene"
"C0026256"	"2, 2-bis(2-chlorophenyl-4-chlorophenyl)-1,1-dichloroethane"	"2 2 bis 2 chlorophenyl 4 chlorophenyl 1 1 dichloroethane"
"C0026256"	"2, 4'-dichlorodiphenyldichloroethane"	"2 4 dichlorodiphenyldichloroethane"
"C0026256"	"2,2-bis(2-chlorophenyl-4-chlorophenyl)-1,1-dichloroethane"	"2 2 bis 2 chlorophenyl 4 chlorophenyl 1 1 dichloroethane"
"C0026256"	"2,4'-dichlorodiphenyldichloroethane"	"2 4 dichlorodiphenyldichloroethane"
"C0026256"	"2-(2-chlorophenyl)-2-(4-chlorophenyl)-1,1-dichloroethane"	"2 2 chlorophenyl 2 4 chlorophenyl 1 1 dichloroethane"
"C0026256"	"benzene, 1-chloro-2-(2,2-dichloro-1-(4-chlorophenyl)ethyl)-"	"benzene 1 chloro 2 2 2 dichloro 1 4 chlorophenyl ethyl "
"C0026256"	"ddd"	"ddd"
"C0026256"	"ddd o p"	"ddd o p"
"C0026256"	"ethane, 2-(o-chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloro-"	"ethane 2 o chlorophenyl 2 p chlorophenyl 1 1 dichloro "
"C0026256"	"mitotane"	"mitotane"
"C0026256"	"mitotane (product)"	"mitotane product "
"C0026256"	"mitotane (substance)"	"mitotane substance "
"C0026256"	"mitotane [chemical/ingredient]"	"mitotane chemical ingredient "
"C0026256"	"mytotan"	"mytotan"
"C0026256"	"o,p'-ddd"	"o p ddd"
"C0026256"	"ortho para ddd"	"ortho para ddd"
"C0026256"	"ortho,para-ddd"	"ortho para ddd"
"C0026256"	"mitotane (medication)"	"mitotane medication "
"C0026256"	"o,p'-ddd (medication)"	"o p ddd medication "
"C0026256"	"o,p' - ddd"	"o p ddd"
"C0026256"	"o,p-ddd"	"o p ddd"
"C0026256"	"op'ddd - mitotane"	"op ddd mitotane"
"C0026256"	"ortho,para ddd"	"ortho para ddd"
"C0066677"	"2-((diphenylmethyl)sulfinyl)acetamide"	"2 diphenylmethyl sulfinyl acetamide"
"C0066677"	"modafinil"	"modafinil"
"C0066677"	"modafinil (product)"	"modafinil product "
"C0066677"	"modafinil (substance)"	"modafinil substance "
"C0066677"	"benzhydrylsulfinylacetamide"	"benzhydrylsulfinylacetamide"
"C0066677"	"modafinil (medication)"	"modafinil medication "
"C0066677"	"modafinil [chemical/ingredient]"	"modafinil chemical ingredient "
"C0298130"	"montelukast"	"montelukast"
"C0298130"	"montelukast (product)"	"montelukast product "
"C0298130"	"montelukast (substance)"	"montelukast substance "
"C0298130"	"montelukast agent"	"montelukast agent"
"C0298130"	"montelukast agent (substance)"	"montelukast agent substance "
"C0298130"	"montelukast product"	"montelukast product"
"C0298130"	"montelukast product (product)"	"montelukast product product "
"C0298130"	"montelukast product (substance)"	"montelukast product substance "
"C0298130"	"montelukast (medication)"	"montelukast medication "
"C0298130"	"montelukast [chemical/ingredient]"	"montelukast chemical ingredient "
"C0209368"	"mmf"	"mmf"
"C0209368"	"mycophenolate mofetil"	"mycophenolate mofetil"
"C0209368"	"mycophenolate mofetil (product)"	"mycophenolate mofetil product "
"C0209368"	"mycophenolate mofetil (substance)"	"mycophenolate mofetil substance "
"C0209368"	"mofetil mycophenolate"	"mofetil mycophenolate"
"C0209368"	"mycophenolate mofetil (medication)"	"mycophenolate mofetil medication "
"C0209368"	"mycophenolate mofetil [chemical/ingredient]"	"mycophenolate mofetil chemical ingredient "
"C0209368"	"mycophenolic acid morpholinoethyl ester"	"mycophenolic acid morpholinoethyl ester"
"C2316164"	"olaparib"	"olaparib"
"C2316164"	"olaparib (medication)"	"olaparib medication "
"C2316164"	"olaparib (product)"	"olaparib product "
"C2316164"	"olaparib (substance)"	"olaparib substance "
"C2316164"	"parp inhibitor azd2281"	"parp inhibitor azd2281"
"C2316164"	"chemotherapeutics olaparib"	"chemotherapeutics olaparib"
"C0061851"	"4h-carbazol-4-one, 1,2,3,9-tetrahydro-9-methyl-3-((2-methyl-1h-imidazol-1-yl)methyl)-"	"4h carbazol 4 one 1 2 3 9 tetrahydro 9 methyl 3 2 methyl 1h imidazol 1 yl methyl "
"C0061851"	"ondansetron"	"ondansetron"
"C0061851"	"ondansetron (product)"	"ondansetron product "
"C0061851"	"ondansetron (substance)"	"ondansetron substance "
