"PHA_CIP_C13"	"PHA_NOM_PA"	"PHA_ATC_L07"	"PHA_MED_COM"	"PHA_FRM_LIB"	"total"
"3400941945090"	"ZIDOVUDINE ET LAMIVUDINE"	"ZIDOVUDINE ET LAMIVUDINE"	"LAMIVUDINE/ZIDOVUDINE TEVA"	"COMPRIME"	9
"3400941945380"	"DABIGATRAN"	"DABIGATRAN"	"PRADAXA"	"GELULE"	2143
"3400941945441"	"APIXABAN"	"APIXABAN"	"ELIQUIS"	"COMPRIME"	9
"3400941945502"	"APIXABAN"	"APIXABAN"	"ELIQUIS"	"COMPRIME"	63
"3400941945670"	"APIXABAN"	"APIXABAN"	"ELIQUIS"	"COMPRIME"	864
"3400941945960"	"LATANOPROST"	"LATANOPROST"	"LATANOPROST TEVA"	"COLLYRE"	787
"3400941946042"	"LATANOPROST"	"LATANOPROST"	"LATANOPROST TEVA"	"COLLYRE"	270
"3400941946561"	"CETIRIZINE"	"CETIRIZINE"	"CETIRIZINE ALMUS"	"COMPRIME"	191
"3400941946790"	"BOCEPREVIR"	"BOCEPREVIR"	"VICTRELIS"	"GELULE"	28
"3400941948404"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE KRKA"	"COMPRIME"	5
"3400941949005"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE KRKA"	"COMPRIME"	1
"3400941950124"	"LETROZOLE"	"LETROZOLE"	"LETROZOLE PHR LAB"	"COMPRIME"	4
"3400941950414"	"EXEMESTANE"	"EXEMESTANE"	"EXEMESTANE PFIZER"	"COMPRIME"	49
"3400941950933"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENOPRIL MYLAN"	"COMPRIME"	309
"3400941951183"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENOPRIL MYLAN"	"COMPRIME"	89
"3400941952074"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW"	""	153
"3400941952593"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW"	""	26
"3400941953026"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW"	""	232
"3400941953484"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW"	""	69
"3400941954085"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW"	"COMPRIME"	270
"3400941954436"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN ARROW"	""	47
"3400941960697"	"TIMOLOL + DORZOLAMIDE"	"TIMOLOL EN ASSOCIATION"	"DORZOLAMIDE/TIMOLOL MYLAN"	"COLLYRE"	863
"3400941961700"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE TEVA"	"COMPRIME"	128
"3400941962011"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"LOSARTAN/HYDROCHLOROTHIAZIDE TEVA"	"COMPRIME"	35
"3400941963940"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE BIOGARAN"	"SOLUTION"	4150
"3400941964312"	"LEVOFLOXACINE"	"LEVOFLOXACINE"	"LEVOFLOXACINE ACCORD HEALTHCARE"	"COMPRIME"	7
"3400941965722"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE MYLAN"	"SOLUTION"	5209
"3400941966903"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE CRISTERS"	"COMPRIME"	88
"3400941967382"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	76
"3400941967443"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE CRISTERS"	"COMPRIME"	540
"3400941967733"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	20
"3400941971006"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	37
"3400941971464"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	31
"3400941971983"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	91
"3400941972294"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE EG"	"COMPRIME"	35
"3400941976087"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN BIOGARAN"	"COMPRIME"	457
"3400941976209"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN BIOGARAN"	"COMPRIME"	159
"3400941977039"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN BIOGARAN"	"COMPRIME"	408
"3400941977329"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN BIOGARAN"	"COMPRIME"	199
"3400941978739"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN CRISTERS"	"COMPRIME"	29
"3400941979040"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN CRISTERS"	"COMPRIME"	11
"3400941979798"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN CRISTERS"	"COMPRIME"	19
"3400941979910"	"TELMISARTAN"	"TELMISARTAN"	"TELMISARTAN CRISTERS"	"COMPRIME"	5
"3400941987724"	"TERBUTALINE"	"TERBUTALINE"	"TERBUTALINE BIOGARAN"	"SOLUTION"	1029
"3400941987953"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	1028
"3400941988035"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	449
"3400941988264"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	467
"3400941988325"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	164
"3400941988493"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	585
"3400941988554"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	139
"3400941988615"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	222
"3400941988783"	"ATORVASTATINE"	"ATORVASTATINE"	"ATORVASTATINE EG"	"COMPRIME"	43
"3400941988844"	"LATANOPROST"	"LATANOPROST"	"LATANOPROST ACTAVIS"	"COLLYRE"	36
"3400941989155"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE EG"	"COMPRIME"	120
"3400941989216"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE EG"	"COMPRIME"	11
"3400941989384"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE EG"	"COMPRIME"	64
"3400941989445"	"MANIDIPINE"	"MANIDIPINE"	"MANIDIPINE EG"	"COMPRIME"	7
"3400941989964"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL ZENTIVA"	"COMPRIME"	45
"3400941990564"	"DONEPEZIL"	"DONEPEZIL"	"DONEPEZIL ZENTIVA"	"COMPRIME"	250
"3400941992865"	"ACETYLLEUCINE"	"ACETYLLEUCINE"	"ACETYLLEUCINE MYLAN"	"COMPRIME"	3581
"3400941994296"	"RALOXIFENE"	"RALOXIFENE"	"RALOXIFENE ZENTIVA"	"COMPRIME"	66
"3400941994418"	"RALOXIFENE"	"RALOXIFENE"	"RALOXIFENE ZENTIVA"	"COMPRIME"	54
"3400941994708"	"RALOXIFENE"	"RALOXIFENE"	"RALOXIFENE BIOGARAN"	"COMPRIME"	575
"3400941994937"	"RALOXIFENE"	"RALOXIFENE"	"RALOXIFENE BIOGARAN"	"COMPRIME"	370
"3400941995477"	"RALOXIFENE"	"RALOXIFENE"	"RALOPHARM Gé"	"COMPRIME"	1
"3400941999031"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE BIOGARAN"	"COMPRIME"	1992
"3400941999499"	"DESLORATADINE"	"DESLORATADINE"	"DESLORATADINE BIOGARAN"	"COMPRIME"	14621
"3400949000012"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	3
"3400949000029"	"ANASTROZOLE"	"ANASTROZOLE"	"ARIMIDEX"	"COMPRIME"	4
"3400949000098"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	1
"3400949000197"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	19
"3400949000258"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	""	1
"3400949000340"	"MONTELUKAST"	"MONTELUKAST"	"SINGULAIR"	"COMPRIME"	1
"3400949000487"	"ANASTROZOLE"	"ANASTROZOLE"	"ARIMIDEX"	"COMPRIME"	1
"3400949000548"	"PYGEUM AFRICANUM"	"PYGEUM AFRICANUM"	"TADENAN"	""	2
"3400949000838"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"OGAST"	"GELULE"	1
"3400949001088"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	"COMPRIME"	77
"3400949001378"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	14
"3400949001439"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	1
"3400949001729"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	30
"3400949001897"	"ALFUZOSINE"	"ALFUZOSINE"	"XATRAL"	"COMPRIME"	17
"3400949001958"	"ANASTROZOLE"	"ANASTROZOLE"	"ARIMIDEX"	"COMPRIME"	11
"3400949002320"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"FORTZAAR"	"COMPRIME"	34
"3400949002498"	"DOXAZOSINE"	"DOXAZOSINE"	"ZOXAN"	"COMPRIME"	40
"3400949002559"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	711
"3400949002610"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	"COMPRIME"	6
"3400949002788"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	153
"3400949002849"	"DONEPEZIL"	"DONEPEZIL"	"ARICEPT"	"COMPRIME"	16
"3400949003099"	"RABEPRAZOLE"	"RABEPRAZOLE"	"PARIET"	"COMPRIME"	222
"3400949003150"	"ANASTROZOLE"	"ANASTROZOLE"	"ARIMIDEX"	"COMPRIME"	18
"3400949003389"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	109
"3400949003440"	"RABEPRAZOLE"	"RABEPRAZOLE"	"PARIET"	"COMPRIME"	358
"3400949003501"	"FOSFOMYCINE"	"FOSFOMYCINE"	"MONURIL"	"GRANULES"	291
"3400949003679"	"PYGEUM AFRICANUM"	"PYGEUM AFRICANUM"	"TADENAN"	""	1
"3400949003730"	"ALFUZOSINE"	"ALFUZOSINE"	"XATRAL"	"COMPRIME"	82
"3400949003969"	"LEVOFLOXACINE"	"LEVOFLOXACINE"	"TAVANIC"	"COMPRIME"	71
"3400949004331"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	""	35
"3400949004560"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	131
"3400949004621"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"OGASTORO"	"COMPRIME"	135
"3400949004799"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"OGASTORO"	"COMPRIME"	103
"3400949004850"	"TRIGLYCERIDES OMEGA3 (AUTRES ESTERS ET ACIDES INCLUS)"	"TRIGLYCERIDES OMEGA3 (AUTRES ESTERS ET ACIDES INCLUS)"	"OMACOR"	"CAPSULE MOLLE"	158
"3400949004911"	"LETROZOLE"	"LETROZOLE"	"FEMARA"	"COMPRIME"	22
"3400949005161"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	167
"3400949005222"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	349
"3400949005390"	"DOXAZOSINE"	"DOXAZOSINE"	"ZOXAN"	"COMPRIME"	8
"3400949005451"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	57
"3400949005512"	"DOXAZOSINE"	"DOXAZOSINE"	"ZOXAN"	"COMPRIME"	31
"3400949005680"	"LEVOFLOXACINE"	"LEVOFLOXACINE"	"TAVANIC"	"COMPRIME"	13
"3400949005741"	"TRIGLYCERIDES OMEGA3 (AUTRES ESTERS ET ACIDES INCLUS)"	"TRIGLYCERIDES OMEGA3 (AUTRES ESTERS ET ACIDES INCLUS)"	"OMACOR"	"CAPSULE MOLLE"	353
"3400949005802"	"EZETIMIBE"	"EZETIMIBE"	"EZETROL"	"COMPRIME"	6
"3400949005970"	"LENOGRASTIM"	"LENOGRASTIM"	"GRANOCYTE"	"POUDRE"	13
"3400949006281"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	""	2
"3400949006403"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	13
"3400949006571"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	1
"3400949006632"	"BECLOMETASONE"	"BECLOMETASONE"	"QVAR"	"SOLUTION"	49
"3400949006861"	"FOSFOMYCINE"	"FOSFOMYCINE"	"MONURIL"	"GRANULES"	100
"3400949007004"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	22
"3400949007462"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	7
"3400949007523"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"OGASTORO"	"COMPRIME"	62
"3400949007691"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"OGASTORO"	"COMPRIME"	38
"3400949007752"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	"COMPRIME"	6
"3400949007813"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	122
"3400949008063"	"BECLOMETASONE"	"BECLOMETASONE"	"QUAR"	"SOLUTION"	5
"3400949008124"	"RABEPRAZOLE"	"RABEPRAZOLE"	"PARIET"	"COMPRIME"	2
"3400949008643"	"RABEPRAZOLE"	"RABEPRAZOLE"	"PARIET"	"COMPRIME"	3
"3400949008704"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	6
"3400949008872"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	4
"3400949008933"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	""	1
"3400949009015"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	""	1
"3400949009183"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"FORTZAAR"	"COMPRIME"	7
"3400949009244"	"DOXAZOSINE"	"DOXAZOSINE"	"ZOXAN"	"COMPRIME"	3
"3400949009305"	"ALFUZOSINE"	"ALFUZOSINE"	"XATRAL"	"COMPRIME"	4
"3400949009534"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	27
"3400949009824"	"FOSFOMYCINE"	"FOSFOMYCINE"	"MONURIL"	"GRANULES"	28
"3400949009992"	"FORMOTEROL + BUDESONIDE"	"FORMOTEROL ET BUDESONIDE"	"SYMBICORT"	"POUDRE"	5
"3400949010073"	"RABEPRAZOLE"	"RABEPRAZOLE"	"PARIET"	""	1
"3400949010134"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	57
"3400949010363"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	1
"3400949010592"	"DUTASTERIDE"	"DUTASTERIDE"	"AVODART"	"CAPSULE MOLLE"	9
"3400949010653"	"LOSARTAN"	"LOSARTAN"	"COZAAR"	"COMPRIME"	13
"3400949010882"	"DILTIAZEM"	"DILTIAZEM"	"MONO TILDIEM"	"GELULE"	2
"3400949010943"	"LOSARTAN"	"LOSARTAN"	"COZAAR"	"COMPRIME"	1
"3400949011483"	"ANASTROZOLE"	"ANASTROZOLE"	"ARIMIDEX"	"COMPRIME"	3
"3400949011544"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"EUPANTOL"	"COMPRIME"	6
"3400949011834"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"EUPANTOL"	"COMPRIME"	2
"3400949012084"	"TIMOLOL + DORZOLAMIDE"	"TIMOLOL EN ASSOCIATION"	"COSOPT"	"COLLYRE"	7
"3400949012893"	"ALFUZOSINE"	"ALFUZOSINE"	"XATRAL"	"COMPRIME"	4
"3400949013265"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	24
"3400949013845"	"EXEMESTANE"	"EXEMESTANE"	"AROMASINE"	"COMPRIME"	4
"3400949013906"	"GABAPENTINE"	"GABAPENTINE"	"NEURONTIN"	"GELULE"	1
"3400949014156"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"EUPANTOL"	"COMPRIME"	1
"3400949014217"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"EUPANTOL"	"COMPRIME"	2
"3400949014446"	"LEVOFLOXACINE"	"LEVOFLOXACINE"	"TAVANIC"	"COMPRIME"	3
"3400949015108"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	4
"3400949015276"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	1
"3400949015337"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	43
"3400949015566"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	37
"3400949015627"	"LETROZOLE"	"LETROZOLE"	"FEMARA"	"COMPRIME"	10
"3400949015917"	"ESOMEPRAZOLE"	"ESOMEPRAZOLE"	"INEXIUM"	"COMPRIME"	49
"3400949016167"	"LETROZOLE"	"LETROZOLE"	"FEMARA"	"COMPRIME"	17
"3400949016228"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	"COMPRIME"	67
"3400949016396"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	"COMPRIME"	8
"3400949016747"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	32
"3400949016808"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	5
"3400949016976"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"FORTZAAR"	"COMPRIME"	1
"3400949017577"	"ANASTROZOLE"	"ANASTROZOLE"	"ARIMIDEX"	"COMPRIME"	2
"3400949019120"	"LOSARTAN + HYDROCHLOROTHIAZIDE"	"LOSARTAN ET DIURETIQUES"	"HYZAAR"	"COMPRIME"	1
"3400949019410"	"PERINDOPRIL"	"PERINDOPRIL"	"COVERSYL"	"COMPRIME"	22
"3400949019649"	"BECLOMETASONE"	"BECLOMETASONE"	"QUAR"	"SOLUTION"	5
"3400949020010"	"GLICLAZIDE"	"GLICLAZIDE"	"DIAMICRON"	"COMPRIME"	36
"3400949021130"	"ATORVASTATINE"	"ATORVASTATINE"	"TAHOR"	"COMPRIME"	19
"3400949023202"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	5
"3400949023370"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	5
"3400949023431"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	1
"3400949023660"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	2
"3400949023899"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	7
"3400949023950"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	3
"3400949024032"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	13
"3400949024261"	"PERINDOPRIL ET AMLODIPINE"	"PERINDOPRIL ET AMLODIPINE"	"COVERAM"	"COMPRIME"	1
"3400949025152"	"PICOSULFATE DE SODIUM, OXYDE DE MAGNESIUM, ACIDE CITRIQUE"	"PICOSULFATE DE SODIUM, ASSOCIATIONS"	"CITRAFLEET"	"POUDRE"	4
"3400949025671"	"SERENOA REPENS"	"SERENOA REPENS"	"PERMIXON"	"GELULE"	1
"3400949026272"	"LANSOPRAZOLE"	"LANSOPRAZOLE"	"OGASTORO"	"COMPRIME"	1
"3400949027224"	"AMLODIPINE"	"AMLODIPINE"	"AMLOR"	"GELULE"	1
"3400949027682"	"DICLOFENAC"	"DICLOFENAC"	"VOLTARENE"	"COMPRIME"	58
"3400949028115"	"MONTELUKAST"	"MONTELUKAST"	"SINGULAIR"	"COMPRIME"	1
"3400949100644"	"PERINDOPRIL + INDAPAMIDE"	"PERINDOPRIL ET DIURETIQUES"	"PERINDOPRIL/INDAPAMIDE KRKA"	"COMPRIME"	40
"3400949101016"	"PERINDOPRIL + INDAPAMIDE"	"PERINDOPRIL ET DIURETIQUES"	"PERINDOPRIL/INDAPAMIDE KRKA"	"COMPRIME"	3
"3400949102426"	"PERINDOPRIL + INDAPAMIDE"	"PERINDOPRIL ET DIURETIQUES"	"PERINDOPRIL/INDAPAMIDE KRKA"	"COMPRIME"	18
"3400949102884"	"PERINDOPRIL + INDAPAMIDE"	"PERINDOPRIL ET DIURETIQUES"	"PERINDOPRIL/INDAPAMIDE KRKA"	"COMPRIME"	3
"3400949104895"	"AMOROLFINE"	"AMOROLFINE"	"AMOROLFINE PIERRE FABRE"	"SOLUTION"	386
"3400949105496"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EG"	"COMPRIME"	142
"3400949105786"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EG"	"COMPRIME"	39
"3400949106097"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EG"	"COMPRIME"	287
"3400949106387"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EG"	"COMPRIME"	104
"3400949106677"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EG"	"COMPRIME"	305
"3400949107049"	"VALSARTAN"	"VALSARTAN"	"VALSARTAN EG"	"COMPRIME"	76
"3400949107339"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN ISOMED"	"COMPRIME"	8
"3400949107797"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN ISOMED"	"COMPRIME"	3
"3400949108169"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN ISOMED"	"COMPRIME"	9
"3400949108459"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN ISOMED"	"COMPRIME"	1
"3400949108800"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN ISOMED"	"COMPRIME"	4
"3400949109111"	"IRBESARTAN"	"IRBESARTAN"	"IRBESARTAN ISOMED"	"COMPRIME"	1
"3400949109579"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE PFIZER"	""	4
"3400949110698"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE PFIZER"	""	19
"3400949110988"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE PFIZER"	""	4
"3400949111589"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE PFIZER"	""	4
"3400949111930"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE PFIZER"	""	1
"3400949113132"	"RISEDRONIQUE ACIDE"	"RISEDRONIQUE ACIDE"	"RISEDRONATE RANBAXY"	"COMPRIME"	71
"3400949113361"	"LEVONORGESTREL, ETHINYLESTRADIOL"	"LEVONORGESTREL ET ESTROGENE"	"LEVONORGESTREL/ETHINYLESTRADIOL MYLAN"	"COMPRIME"	8
"3400949113422"	"LEVONORGESTREL, ETHINYLESTRADIOL"	"LEVONORGESTREL ET ESTROGENE"	"LEVONORGESTREL/ETHINYLESTRADIOL MYLAN"	"COMPRIME"	815
"3400949115433"	"PARACETAMOL"	"PARACETAMOL"	"PARACETAMOL ARROW"	"COMPRIME"	362
"3400949116263"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE PHR LAB"	"COMPRIME"	68
"3400949116324"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE PHR LAB"	"COMPRIME"	619
"3400949117154"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE PHR LAB"	"COMPRIME"	268
"3400949117963"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE CRISTERS"	"COMPRIME"	792
"3400949118793"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE CRISTERS"	"COMPRIME"	472
"3400949120406"	"METFORMINE"	"METFORMINE"	"METFORMINE MYLAN PHARMA"	"COMPRIME"	7929
"3400949121175"	"METFORMINE"	"METFORMINE"	"METFORMINE MYLAN PHARMA"	"COMPRIME"	5275
"3400949122127"	"METFORMINE"	"METFORMINE"	"METFORMINE QUALIMED GENERIQUES"	""	20
"3400949123018"	"METFORMINE"	"METFORMINE"	"METFORMINE MYLAN PHARMA"	"COMPRIME"	6994
"3400949123766"	"METFORMINE"	"METFORMINE"	"METFORMINE MYLAN PHARMA"	"COMPRIME"	6590
"3400949124886"	"METFORMINE"	"METFORMINE"	"METFORMINE QUALIMED GENERIQUES"	""	19
"3400949125777"	"METFORMINE"	"METFORMINE"	"METFORMINE MYLAN PHARMA"	"COMPRIME"	9345
"3400949126439"	"METFORMINE"	"METFORMINE"	"METFORMINE MYLAN PHARMA"	"COMPRIME"	10924
"3400949127269"	"METFORMINE"	"METFORMINE"	"METFORMINE QUALIMED GENERIQUES"	""	5
"3400949129102"	"TRIMEBUTINE"	"TRIMEBUTINE"	"TRIMEBUTINE ZYDUS"	"COMPRIME"	444
"3400949129560"	"IPRATROPIUM BROMURE"	"IPRATROPIUM BROMURE"	"IPRATROPIUM ALMUS"	"SOLUTION"	36
"3400949131341"	"PAZOPANIB"	"PAZOPANIB"	"VOTRIENT"	"COMPRIME"	5
"3400949131570"	"PAZOPANIB"	"PAZOPANIB"	"VOTRIENT"	"COMPRIME"	2
"3400949131631"	"PAZOPANIB"	"PAZOPANIB"	"VOTRIENT"	"COMPRIME"	13
"3400949133581"	"BICALUTAMIDE"	"BICALUTAMIDE"	"BICALUTAMIDE PHR LAB"	"COMPRIME"	20
"3400949133932"	"DICLOFENAC"	"DICLOFENAC"	"DICLOFENAC TEVA"	"GEL"	12262
"3400949134014"	"DICLOFENAC"	"DICLOFENAC"	"DICLOFENAC EG"	"GEL"	1260
"3400949138906"	"TIMOLOL + DORZOLAMIDE"	"TIMOLOL EN ASSOCIATION"	"DORZOLAMIDE/TIMOLOL TEVA"	"COLLYRE"	391
