code	termino	synonyme	"synonyme"
DB05246	drugbank	1,3-Dimethyl-3-phenylsuccinimide	"1 3 dimethyl 3 phenylsuccinimide"
DB05246	drugbank	Alpha-methyl-alpha-phenyl n-methyl succinimide	"alpha methyl alpha phenyl n methyl succinimide"
DB05246	drugbank	Alpha-methylphensuximide	"alpha methylphensuximide"
DB05246	drugbank	Celontin	"celontin"
DB05246	drugbank	Mesuximida	"mesuximida"
DB05246	drugbank	Mesuximide	"mesuximide"
DB05246	drugbank	Mesuximidum	"mesuximidum"
DB05246	drugbank	Methsuximid	"methsuximid"
DB05246	drugbank	Metosuccimmide	"metosuccimmide"
DB05246	drugbank	Metsuccimide	"metsuccimide"
DB05246	drugbank	N-methyl-alpha-methyl-alpha-phenylsuccinimide	"n methyl alpha methyl alpha phenylsuccinimide"
DB05246	drugbank	N,2-Dimethyl-2-phenylsuccinimide	"n 2 dimethyl 2 phenylsuccinimide"
DB05248	drugbank	CB2	"cb2"
DB05248	drugbank	Phosphoric Acid Mono-[5-(4-Amino-5-Bromo-2-Oxo-2H-Pyrimidin-1-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Ylmethyl] Ester	"phosphoric acid mono 5 4 amino 5 bromo 2 oxo 2h pyrimidin 1 yl 3 4 dihydroxy tetrahydro furan 2 ylmethyl ester"
DB05253	drugbank	Progenta	"progenta"
DB05254	drugbank	Bovine Fibrinolysin	"bovine fibrinolysin"
DB05254	drugbank	Bovine Plasmin	"bovine plasmin"
DB05255	drugbank	ronacaleret	"ronacaleret"
DB05258	drugbank	Interferon alfa	"interferon alfa"
DB05258	drugbank	Interferon alpha	"interferon alpha"
DB05259	drugbank	COP-1	"cop 1"
DB05259	drugbank	Copolymer-1	"copolymer 1"
DB05259	drugbank	Copoylmer 1	"copoylmer 1"
DB05260	drugbank	Gallium nitrate (anhydrous)	"gallium nitrate anhydrous "
DB05260	drugbank	Nitric acid, gallium salt, anhydrate	"nitric acid gallium salt anhydrate"
DB05262	drugbank	1H-Pyrazolo[3,4-d]pyrimidine-4,6-diol	"1h pyrazolo 3 4 d pyrimidine 4 6 diol"
DB05262	drugbank	1H-Pyrazolo[3,4-d]pyrimidine-4,6(5H,7H)-dione	"1h pyrazolo 3 4 d pyrimidine 4 6 5h 7h dione"
DB05262	drugbank	6-hydroxy allopurinol	"6 hydroxy allopurinol"
DB05262	drugbank	Alloxanthin	"alloxanthin"
DB05262	drugbank	Alloxanthine	"alloxanthine"
DB05262	drugbank	DHPP	"dhpp"
DB05262	drugbank	metabolite of allopurinol	"metabolite of allopurinol"
DB05262	drugbank	Oxipurinol	"oxipurinol"
DB05262	drugbank	Oxipurinolum	"oxipurinolum"
DB05262	drugbank	Oxoallopurinol	"oxoallopurinol"
DB05262	drugbank	Oxyprim	"oxyprim"
DB05263	drugbank	SP-233	"sp 233"
DB05265	drugbank	Ecabet sodium	"ecabet sodium"
DB05266	drugbank	2-Isopropyl-3-isobutyrylpyrazolo(1,5-a)pyridine	"2 isopropyl 3 isobutyrylpyrazolo 1 5 a pyridine"
DB05266	drugbank	3-isobutyryl-2-isopropylpyrazolo(1,5-a)pyridine	"3 isobutyryl 2 isopropylpyrazolo 1 5 a pyridine"
DB05266	drugbank	3-Isobutyryl-2-isopropylpyrazolo[1,5-a]pyridine	"3 isobutyryl 2 isopropylpyrazolo 1 5 a pyridine"
DB05266	drugbank	AV-411	"av 411"
DB05266	drugbank	Eyevinal	"eyevinal"
DB05266	drugbank	Ibudilastum	"ibudilastum"
DB05266	drugbank	Ke tas	"ke tas"
DB05266	drugbank	Ketas	"ketas"
DB05266	drugbank	Ketas (TN)	"ketas tn "
DB05266	drugbank	MN-166	"mn 166"
DB05266	drugbank	Pyrazolo(1,5-a)pyridine, 3-isobutyryl-2-isopropyl-	"pyrazolo 1 5 a pyridine 3 isobutyryl 2 isopropyl "
DB05266	drugbank	Tocris-1694	"tocris 1694"
DB05271	drugbank	(6S)-6-(propyl(2-(2-thienyl)ethyl)amino)-5,6,7,8-tetrahydro-1-naphthalenol	" 6s 6 propyl 2 2 thienyl ethyl amino 5 6 7 8 tetrahydro 1 naphthalenol"
DB05273	drugbank	Samarium Sm-153 lexidronam	"samarium sm 153 lexidronam"
DB05276	drugbank	HBIG	"hbig"
DB05276	drugbank	Hepatitis B Immune Globulin (Human)	"hepatitis b immune globulin human "
DB05276	drugbank	Human hepatitis B immunoglobulin	"human hepatitis b immunoglobulin"
DB05276	drugbank	Human hepatitis B virus immune globulin	"human hepatitis b virus immune globulin"
DB05276	drugbank	Human hepatitis-B immunoglobulin	"human hepatitis b immunoglobulin"
DB05294	drugbank	4-BROMO-2-fluoro-N-[(4e)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4(1H)-ylidene]aniline	"4 bromo 2 fluoro n 4e 6 methoxy 7 1 methylpiperidin 4 yl methoxy quinazolin 4 1h ylidene aniline"
DB05294	drugbank	4-quinazolinamine, N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methyl-4-piperidinyl)methoxy]-	"4 quinazolinamine n 4 bromo 2 fluorophenyl 6 methoxy 7 1 methyl 4 piperidinyl methoxy "
DB05294	drugbank	N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-[(1-methyl-4-piperidinyl)methoxy]-4-quinazolinamine	"n 4 bromo 2 fluorophenyl 6 methoxy 7 1 methyl 4 piperidinyl methoxy 4 quinazolinamine"
DB05294	drugbank	N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4-amine	"n 4 bromo 2 fluorophenyl 6 methoxy 7 1 methylpiperidin 4 yl methoxy quinazolin 4 amine"
DB05294	drugbank	Zactima	"zactima"
DB05294	drugbank	ZD 6474	"zd 6474"
DB05294	drugbank	ZD6474	"zd6474"
DB05295	drugbank	1α,25-dihydroxy-2β-(3-hydroxypropoxy)cholecalciferol	"1 25 dihydroxy 2 3 hydroxypropoxy cholecalciferol"
DB05306	drugbank	Ad5FGF-4	"ad5fgf 4"
DB05319	drugbank	VB4-845	"vb4 845"
DB05332	drugbank	Semaxanib	"semaxanib"
DB05332	drugbank	Semaxinib	"semaxinib"
DB05332	drugbank	SU-5416	"su 5416"
DB05351	drugbank	dexlansoprazole	"dexlansoprazole"
DB05385	drugbank	PRO 2000/5	"pro 2000 5"
DB05395	drugbank	amibegron	"amibegron"
DB05396	drugbank	alb-IFN	"alb ifn"
DB05396	drugbank	Albinterferon	"albinterferon"
DB05396	drugbank	Albinterferon alfa-2b	"albinterferon alfa 2b"
DB05408	drugbank	emricasan	"emricasan"
DB05422	drugbank	PRS-013	"prs 013"
DB05431	drugbank	PEP-03	"pep 03"
DB05444	drugbank	iroxanadine	"iroxanadine"
DB05445	drugbank	Cholaic acid	"cholaic acid"
DB05445	drugbank	Cholyltaurine	"cholyltaurine"
DB05445	drugbank	Taurocholate	"taurocholate"
DB05448	drugbank	1-methylpropyl 2-imidazolyl disulfide	"1 methylpropyl 2 imidazolyl disulfide"
DB05454	drugbank	1-[2-(biphenyl-4-yl)ethyl]-4-[3-(trifluoromethyl)phenyl]-1,2,3,6-tetrahydropyridine	"1 2 biphenyl 4 yl ethyl 4 3 trifluoromethyl phenyl 1 2 3 6 tetrahydropyridine"
DB05454	drugbank	paliroden	"paliroden"
DB05462	drugbank	TM-601	"tm 601"
DB05463	drugbank	ISS 1018 CpG ODN	"iss 1018 cpg odn"
DB05465	drugbank	tandutinib	"tandutinib"
DB05482	drugbank	Liposome entrapped 7-ethyl-10-hydroxycamptothecin	"liposome entrapped 7 ethyl 10 hydroxycamptothecin"
DB05482	drugbank	Liposome entrapped SN38	"liposome entrapped sn38"
DB05487	drugbank	custirsen	"custirsen"
DB05487	drugbank	OGX-011	"ogx 011"
DB05490	drugbank	INT-131	"int 131"
DB05496	drugbank	otelixizumab	"otelixizumab"
DB05511	drugbank	IB-MECA	"ib meca"
DB05521	drugbank	(1S,3AR,6as)-(2S)-2-cyclohexyl-N-(pyrazinylcarbonyl)glycyl-3-methyl-L-valyl-N-((1S)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide	" 1s 3ar 6as 2s 2 cyclohexyl n pyrazinylcarbonyl glycyl 3 methyl l valyl n 1s 1 cyclopropylamino oxoacetyl butyl octahydrocyclopenta c pyrrole 1 carboxamide"
DB05521	drugbank	Incivek	"incivek"
DB05521	drugbank	MP-424	"mp 424"
DB05521	drugbank	VX 950	"vx 950"
DB05521	drugbank	VX-950	"vx 950"
DB05595	drugbank	Fareletuzumab	"fareletuzumab"
DB05630	drugbank	Antimony (v) derivative OF sodium gluconate	"antimony v derivative of sodium gluconate"
DB05630	drugbank	Antimony sodium gluconate	"antimony sodium gluconate"
DB05630	drugbank	Estibogluconato sodico	"estibogluconato sodico"
DB05630	drugbank	Myostibin	"myostibin"
DB05630	drugbank	Natrii stibogluconas	"natrii stibogluconas"
DB05630	drugbank	Pentostam	"pentostam"
DB05630	drugbank	Stibanate	"stibanate"
DB05630	drugbank	Stibanose	"stibanose"
DB05630	drugbank	Stibatin	"stibatin"
DB05630	drugbank	Stibinol	"stibinol"
DB05630	drugbank	Stibogluconate de sodium	"stibogluconate de sodium"
DB05630	drugbank	Trisodium 1-{[3-carboxylato-5-(1,2-dihydroxyethyl)-1-hydroxy-2,6,7-trioxa-1lambda(5)-stibabicyclo[2.2.1]hept-1-yl]oxy}-5-(1,2-dihydroxyethyl)-1-oxido-2,6,7-trioxa-1lambda(5)-stibabicyclo[2.2.1]heptane-3-carboxylate nonahydrate	"trisodium 1 3 carboxylato 5 1 2 dihydroxyethyl 1 hydroxy 2 6 7 trioxa 1lambda 5 stibabicyclo 2 2 1 hept 1 yl oxy 5 1 2 dihydroxyethyl 1 oxido 2 6 7 trioxa 1lambda 5 stibabicyclo 2 2 1 heptane 3 carboxylate nonahydrate"
DB05651	drugbank	MGCD0103	"mgcd0103"
DB05654	drugbank	ZK-EPO	"zk epo"
DB05655	drugbank	TD 5108	"td 5108"
DB05658	drugbank	SPL7013	"spl7013"
DB05659	drugbank	Faropenem daloxate	"faropenem daloxate"
DB05659	drugbank	SUN-208	"sun 208"
DB05659	drugbank	SUN-A0026	"sun a0026"
DB05675	drugbank	EP 2104R	"ep 2104r"
DB05676	drugbank	Aprémilast	"apremilast"
DB05676	drugbank	Apremilastum	"apremilastum"
DB05676	drugbank	N-{2-[(1S)-1-(3-Ethoxy-4-methoxyphenyl)-2-(methylsulfonyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl}acetamide	"n 2 1s 1 3 ethoxy 4 methoxyphenyl 2 methylsulfonyl ethyl 1 3 dioxo 2 3 dihydro 1h isoindol 4 yl acetamide"
DB05679	drugbank	CNTO-1275	"cnto 1275"
DB05708	drugbank	3-(2,4-dimethoxybenzylidene)anabaseine	"3 2 4 dimethoxybenzylidene anabaseine"
DB05708	drugbank	Dimethoxybenzylidene anabaseine	"dimethoxybenzylidene anabaseine"
DB05708	drugbank	DMXB-A	"dmxb a"
DB05708	drugbank	DMXB-Anabaseine	"dmxb anabaseine"
DB05710	drugbank	AV430A	"av430a"
DB05713	drugbank	PMD-3112	"pmd 3112"
DB05719	drugbank	STA-4783	"sta 4783"
DB05732	drugbank	NB S101	"nb s101"
DB05772	drugbank	Rabeximod	"rabeximod"
DB05773	drugbank	Ado-trastuzumab	"ado trastuzumab"
DB05773	drugbank	Ado-trastuzumab emtansine	"ado trastuzumab emtansine"
DB05773	drugbank	T-DM1	"t dm1"
DB05773	drugbank	Trastuzumab-DM1	"trastuzumab dm1"
DB05773	drugbank	Trastuzumab-MCC-DM1	"trastuzumab mcc dm1"
DB05806	drugbank	Karenitecin	"karenitecin"
DB05812	drugbank	(3beta)-17-(Pyridin-3-yl)androsta-5,16-dien-3-ol	" 3beta 17 pyridin 3 yl androsta 5 16 dien 3 ol"
DB05812	drugbank	17-(3-Pyridyl)androsta-5,16-dien-3beta-ol	"17 3 pyridyl androsta 5 16 dien 3beta ol"
DB05829	drugbank	hPTH	"hpth"
DB05829	drugbank	hPTH(1-84)	"hpth 1 84 "
DB05829	drugbank	Parathormone	"parathormone"
DB05829	drugbank	Parathormone (human recombinant)	"parathormone human recombinant "
DB05829	drugbank	Parathyrin	"parathyrin"
DB05829	drugbank	parathyroid hormone (1-84) human recombinant	"parathyroid hormone 1 84 human recombinant"
DB05829	drugbank	Preotact	"preotact"
DB05829	drugbank	PTH	"pth"
DB05829	drugbank	PTH(1-84)	"pth 1 84 "
DB05829	drugbank	rhPTH	"rhpth"
DB05829	drugbank	rhPTH(1-84)	"rhpth 1 84 "
DB05829	drugbank	rPTH	"rpth"
DB05829	drugbank	rPTH(1-84)	"rpth 1 84 "
DB05855	drugbank	(3E)-N-methyl-4-(pyridin-3-yl)but-3-en-1-amine	" 3e n methyl 4 pyridin 3 yl but 3 en 1 amine"
DB05855	drugbank	(E)-metanicotine	" e metanicotine"
DB05855	drugbank	(E)-N-Methyl-4-(3-pyridinyl)-3-butene-1-amine	" e n methyl 4 3 pyridinyl 3 butene 1 amine"
DB05855	drugbank	N-methyl-4-(3-pyridinyl)-(3E)-3-buten-1-amine	"n methyl 4 3 pyridinyl 3e 3 buten 1 amine"
DB05855	drugbank	trans-metanicotine	"trans metanicotine"
DB05861	drugbank	TASQ	"tasq"
DB05928	drugbank	dovitinib	"dovitinib"
DB06016	drugbank	trans-N-{4-[2-[4-(2,3-dichlorophenyl)piperazine-1-yl]ethyl]cyclohexyl}-N’,N’-dimethylurea hydrochloride	"trans n 4 2 4 2 3 dichlorophenyl piperazine 1 yl ethyl cyclohexyl n n dimethylurea hydrochloride"
DB06144	drugbank	1-[2-[4-[5-chloro-1-(4-Fluorophenyl)-indol-3-yl]-1-piperidyl]ethyl]imidazolidin-2-one	"1 2 4 5 chloro 1 4 fluorophenyl indol 3 yl 1 piperidyl ethyl imidazolidin 2 one"
DB06144	drugbank	Serdolect	"serdolect"
DB06144	drugbank	SerLect	"serlect"
DB06144	drugbank	Sertindol	"sertindol"
DB06144	drugbank	Sertindolum	"sertindolum"
DB06147	drugbank	2-(P-Aminobenzenesulfonamido)thiazole	"2 p aminobenzenesulfonamido thiazole"
DB06147	drugbank	2-(P-Aminobenzenesulphonamido)thiazole	"2 p aminobenzenesulphonamido thiazole"
DB06147	drugbank	2-(Sulfanilylamino)thiazole	"2 sulfanilylamino thiazole"
DB06147	drugbank	2-Sulfanilamidothiazol	"2 sulfanilamidothiazol"
DB06147	drugbank	2-Sulfanilamidothiazole	"2 sulfanilamidothiazole"
DB06147	drugbank	2-Sulfonamidothiazole	"2 sulfonamidothiazole"
DB06147	drugbank	4-Amino-N-2-thiazolylbenzenesulfonamide	"4 amino n 2 thiazolylbenzenesulfonamide"
DB06147	drugbank	N(1)-2-Thiazolylsulfanilamide	"n 1 2 thiazolylsulfanilamide"
DB06147	drugbank	N1-2-Thiazolylsulfanilamide	"n1 2 thiazolylsulfanilamide"
DB06147	drugbank	Sulfanilamidothiazole	"sulfanilamidothiazole"
DB06147	drugbank	Sulfathiazol	"sulfathiazol"
DB06147	drugbank	Sulfathiazolum	"sulfathiazolum"
DB06147	drugbank	Sulfatiazol	"sulfatiazol"
DB06147	drugbank	Sulphathiazole	"sulphathiazole"
DB06148	drugbank	1,2,3,4,10,14b-Hexahydro-2-methyldibenzo(c,F)pyrazino(1,2-a)azepine	"1 2 3 4 10 14b hexahydro 2 methyldibenzo c f pyrazino 1 2 a azepine"
DB06148	drugbank	Mianserina	"mianserina"
DB06148	drugbank	Mianserine	"mianserine"
DB06148	drugbank	Mianserinum	"mianserinum"
DB06148	drugbank	Mianseryna	"mianseryna"
DB06149	drugbank	TEIC	"teic"
DB06149	drugbank	Teichomycin	"teichomycin"
DB06149	drugbank	Teichomycin a2 factor 2	"teichomycin a2 factor 2"
DB06150	drugbank	2,4-dimethoxy-6-sulfanilamido-1,3-diazine	"2 4 dimethoxy 6 sulfanilamido 1 3 diazine"
DB06150	drugbank	2,6-Dimethoxy-4-(P-aminobenzenesulfonamido)pyrimidine	"2 6 dimethoxy 4 p aminobenzenesulfonamido pyrimidine"
DB06150	drugbank	2,6-Dimethoxy-4-sulfanilamidopyrimidine	"2 6 dimethoxy 4 sulfanilamidopyrimidine"
DB06150	drugbank	4-amino-N-(2,6-Dimethoxy-4-pyrimidinyl)benzenesulfonamide	"4 amino n 2 6 dimethoxy 4 pyrimidinyl benzenesulfonamide"
DB06150	drugbank	6-Sulfanilamido-2,4-dimethoxypyrimidine	"6 sulfanilamido 2 4 dimethoxypyrimidine"
DB06150	drugbank	Abcid (tn)	"abcid tn "
DB06150	drugbank	Agribon (tn)	"agribon tn "
DB06150	drugbank	N(1)-(2,6-Dimethoxy-4-pyrimidinyl)sulfanilamide	"n 1 2 6 dimethoxy 4 pyrimidinyl sulfanilamide"
DB06150	drugbank	Sulfadimethoxinum	"sulfadimethoxinum"
DB06150	drugbank	Sulfadimethoxydiazine	"sulfadimethoxydiazine"
DB06150	drugbank	Sulfadimetoxina	"sulfadimetoxina"
DB06150	drugbank	Sulphadimethoxine	"sulphadimethoxine"
DB06151	drugbank	(2R)-2-acetylamino-3-Sulfanylpropanoic acid	" 2r 2 acetylamino 3 sulfanylpropanoic acid"
DB06151	drugbank	(R)-2-acetylamino-3-Mercaptopropanoic acid	" r 2 acetylamino 3 mercaptopropanoic acid"
DB06151	drugbank	(R)-Mercapturic acid	" r mercapturic acid"
DB06151	drugbank	Acetilcisteina	"acetilcisteina"
DB06151	drugbank	Acetylcysteinum	"acetylcysteinum"
DB06151	drugbank	L-Acetylcysteine	"l acetylcysteine"
DB06151	drugbank	L-alpha-acetamido-beta-Mercaptopropionic acid	"l alpha acetamido beta mercaptopropionic acid"
DB06151	drugbank	Mercapturic acid	"mercapturic acid"
DB06151	drugbank	N-Acetyl-L-(+)-cysteine	"n acetyl l + cysteine"
DB06151	drugbank	N-ACETYL-L-cysteine	"n acetyl l cysteine"
DB06151	drugbank	N-acetylcysteine	"n acetylcysteine"
DB06168	drugbank	ACZ-885	"acz 885"
DB06168	drugbank	ACZ885	"acz885"
DB06176	drugbank	chromodax	"chromodax"
DB06176	drugbank	istodax	"istodax"
DB06186	drugbank	MDX-010	"mdx 010"
DB06186	drugbank	MDX-101	"mdx 101"
DB06186	drugbank	MDX-CTLA-4	"mdx ctla 4"
DB06186	drugbank	MOAB-CTLA-4	"moab ctla 4"
DB06193	drugbank	6,9-bis((2-aminoethyl)amino)benzo(g)isoquinoline-5,10-dione	"6 9 bis 2 aminoethyl amino benzo g isoquinoline 5 10 dione"
DB06193	drugbank	PIX	"pix"
DB06196	drugbank	HOE 140 	"hoe 140 "
DB06201	drugbank	Banzel	"banzel"
DB06201	drugbank	RUF 331	"ruf 331"
DB06201	drugbank	Xilep 	"xilep "
DB06203	drugbank	Alogliptina	"alogliptina"
DB06203	drugbank	Alogliptine	"alogliptine"
DB06203	drugbank	Alogliptinum	"alogliptinum"
DB06203	drugbank	SYR-322	"syr 322"
DB06204	drugbank	BN-200	"bn 200"
DB06204	drugbank	CG-5503	"cg 5503"
DB06204	drugbank	Nucynta	"nucynta"
DB06205	drugbank	Hyaluronidase recombinant human	"hyaluronidase recombinant human"
DB06205	drugbank	Recombinant human hyaluronidase	"recombinant human hyaluronidase"
DB06207	drugbank	KAD 3213	"kad 3213"
DB06207	drugbank	KMD 3213 	"kmd 3213 "
DB06207	drugbank	Rapaflo	"rapaflo"
DB06207	drugbank	Urief	"urief"
DB06209	drugbank	Effient	"effient"
DB06210	drugbank	Eltrombopagum	"eltrombopagum"
DB06210	drugbank	Promacta	"promacta"
DB06212	drugbank	Samsca	"samsca"
DB06213	drugbank	Regadenoson anhydrous	"regadenoson anhydrous"
DB06216	drugbank	Saphris	"saphris"
DB06218	drugbank	Erlosamide	"erlosamide"
DB06218	drugbank	Harkoseride	"harkoseride"
DB06218	drugbank	SPM 927	"spm 927"
DB06218	drugbank	Vimpat	"vimpat"
DB06219	drugbank	5,31-dichloro-38-de(methoxycarbonyl)-7-demethyl-19-deoxy-56-O­ [2-deoxy-2-[(10-methylundecanoyl)amino]-β-D-glucopyranuronosyl]-38-[[3-(dimethylamino)propyl] carbamoyl]-42-O-α-D-mannopyranosyl-15-N-methyl(ristomycin A aglycone) hydrochloride	"5 31 dichloro 38 de methoxycarbonyl 7 demethyl 19 deoxy 56 o 2 deoxy 2 10 methylundecanoyl amino d glucopyranuronosyl 38 3 dimethylamino propyl carbamoyl 42 o d mannopyranosyl 15 n methyl ristomycin a aglycone hydrochloride"
DB06219	drugbank	dalbavancin B0	"dalbavancin b0"
DB06228	drugbank	BAY 59-7939	"bay 59 7939"
DB06228	drugbank	BAY59-7939	"bay59 7939"
DB06228	drugbank	Xarelto	"xarelto"
DB06237	drugbank	(S)-4-(3-Chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-N-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide	" s 4 3 chloro 4 methoxybenzylamino 2 2 hydroxymethylpyrrolidin 1 yl n pyrimidin 2 ylmethyl 5 pyrimidinecarboxamide"
DB06237	drugbank	Stendra	"stendra"
DB06237	drugbank	TA-1790	"ta 1790"
DB06243	drugbank	(RS)-2,5-diamino-2-(difluoromethyl)pentanoic acid	" rs 2 5 diamino 2 difluoromethyl pentanoic acid"
DB06243	drugbank	DFMO	"dfmo"
DB06243	drugbank	α-difluoromethylornithine	" difluoromethylornithine"
DB06255	drugbank	Cimadronate	"cimadronate"
DB06255	drugbank	Incadronate	"incadronate"
DB06261	drugbank	4-Hexyloxycarbonyl-2-oxobutylammoniumchloride	"4 hexyloxycarbonyl 2 oxobutylammoniumchloride"
DB06261	drugbank	Hexyl 5-amino-4-oxopentanoate hydrochloride	"hexyl 5 amino 4 oxopentanoate hydrochloride"
DB06261	drugbank	Hexyl(5-amino-4-oxopentanoat)-hydrochlorid	"hexyl 5 amino 4 oxopentanoat hydrochlorid"
DB06261	drugbank	Pentanoic acid, 5-amino-4-oxo-, hexyl ester, hydrochloride	"pentanoic acid 5 amino 4 oxo hexyl ester hydrochloride"
DB06262	drugbank	DOPS	"dops"
DB06262	drugbank	L-Dihydroxyphenylserine	"l dihydroxyphenylserine"
DB06262	drugbank	L-DOPS	"l dops"
DB06262	drugbank	L-threo-dihydroxyphenylserine	"l threo dihydroxyphenylserine"
DB06267	drugbank	DA-8159	"da 8159"
DB06268	drugbank	Sitaxsentan	"sitaxsentan"
DB06273	drugbank	Atlizumab	"atlizumab"
DB06273	drugbank	MRA	"mra"
DB06273	drugbank	RoActemra®	"roactemra"
DB06274	drugbank	Alvimopan anhydrous	"alvimopan anhydrous"
DB06274	drugbank	Anhydrous alvimopan	"anhydrous alvimopan"
DB06282	drugbank	2-(2-{4-[(R)-(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid	"2 2 4 r 4 chlorophenyl phenyl methyl piperazin 1 yl ethoxy acetic acid"
DB06285	drugbank	Teriparatide recombinant human	"teriparatide recombinant human"
DB06287	drugbank	42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin	"42 3 hydroxy 2 hydroxymethyl 2 methylpropanoate rapamycin"
DB06287	drugbank	Torisel	"torisel"
DB06288	drugbank	4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-2-methoxybenzamide	"4 amino n 1 ethyl 2 pyrrolidinyl methyl 5 ethylsulfonyl 2 methoxybenzamide"
DB06288	drugbank	4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-O-anisamide	"4 amino n 1 ethyl 2 pyrrolidinyl methyl 5 ethylsulfonyl o anisamide"
DB06288	drugbank	Aminosultopride	"aminosultopride"
DB06288	drugbank	Amisulprida	"amisulprida"
DB06288	drugbank	Amisulpridum	"amisulpridum"
DB06292	drugbank	(2S,3R,4R,5S,6R)-2-(4-Chloro-3-(4-ethoxybenzyl)phenyl)-6- (hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol	" 2s 3r 4r 5s 6r 2 4 chloro 3 4 ethoxybenzyl phenyl 6 hydroxymethyl tetrahydro 2h pyran 3 4 5 triol"
DB06317	drugbank	HuLuc63	"huluc63"
DB06317	drugbank	Immunoglobulin G1, anti-(human protein CS1) (human-mouse HuLuc63 heavy chain), disulfide with human-mouse HuLuc63 kappa-chain, dimer	"immunoglobulin g1 anti human protein cs1 human mouse huluc63 heavy chain disulfide with human mouse huluc63 kappa chain dimer"
DB06317	drugbank	Immunoglobulin G1, anti-(human SLAM family member 7 (CD2-like receptor activating cytotoxic cells, CD319 antigen)), humanized mouse monoclonal HuLuc63 gamma-1 heavy chain (222-214')-disulfide with humanized mouse monoclonal HuLuc63 kappa light chain (228-228'';231-231'')-bisdisulfide dimer	"immunoglobulin g1 anti human slam family member 7 cd2 like receptor activating cytotoxic cells cd319 antigen humanized mouse monoclonal huluc63 gamma 1 heavy chain 222 214 disulfide with humanized mouse monoclonal huluc63 kappa light chain 228 228 231 231 bisdisulfide dimer"
DB06335	drugbank	(1S,3S,5S)-2-((2S)-Amino(3-hydroxytricyclo(3.3.1.13,7)dec-1-yl)acetyl)-2-azabicyclo(3.1.0)hexane-3-carbonitrile	" 1s 3s 5s 2 2s amino 3 hydroxytricyclo 3 3 1 13 7 dec 1 yl acetyl 2 azabicyclo 3 1 0 hexane 3 carbonitrile"
DB06335	drugbank	BMS 477118	"bms 477118"
DB06335	drugbank	BMS-477118	"bms 477118"
DB06335	drugbank	Onglyza	"onglyza"
DB06366	drugbank	2C4 Antibody	"2c4 antibody"
DB06366	drugbank	MOAB 2C4	"moab 2c4"
DB06366	drugbank	Monoclonal Antibody 2C4	"monoclonal antibody 2c4"
DB06366	drugbank	Omnitarg	"omnitarg"
DB06366	drugbank	rhuMAb-2C4	"rhumab 2c4"
DB06372	drugbank	Arcalyst	"arcalyst"
DB06372	drugbank	interleukin-1 (IL-1) trap	"interleukin 1 il 1 trap"
DB06401	drugbank	bazedoxifene/conjugated estrogens	"bazedoxifene conjugated estrogens"
DB06402	drugbank	TD-6424	"td 6424"
DB06402	drugbank	Vibativ	"vibativ"
DB06403	drugbank	(2S)-2-[(4,6-dimethylpyrimidin-2-yl)oxy]-3-methoxy- 3,3-diphenylpropanoic acid	" 2s 2 4 6 dimethylpyrimidin 2 yl oxy 3 methoxy 3 3 diphenylpropanoic acid"
DB06404	drugbank	recombinant human C1 inhibitor	"recombinant human c1 inhibitor"
DB06410	drugbank	(1S,3R,5Z,7E,22E)-9,10-Secoergosta-5,7,10,22-tetraene-1,3-diol	" 1s 3r 5z 7e 22e 9 10 secoergosta 5 7 10 22 tetraene 1 3 diol"
DB06410	drugbank	1-alpha-hydroxyergocalciferol	"1 alpha hydroxyergocalciferol"
DB06410	drugbank	1-Hydroxyergocalciferol	"1 hydroxyergocalciferol"
DB06410	drugbank	1-Hydroxyvitamin D2	"1 hydroxyvitamin d2"
DB06410	drugbank	1alpha-hydroxyvitamin D2	"1alpha hydroxyvitamin d2"
DB06410	drugbank	1α-Hydroxyergocalciferol	"1 hydroxyergocalciferol"
DB06410	drugbank	Doxercalciferolum	"doxercalciferolum"
DB06412	drugbank	17β-Hydroxy-2-hydroxymethylidene-17α-methyl-3-androstanone	"17 hydroxy 2 hydroxymethylidene 17 methyl 3 androstanone"
DB06412	drugbank	Oximetolona	"oximetolona"
DB06412	drugbank	Oxymetholon	"oxymetholon"
DB06412	drugbank	Oxymétholone	"oxymetholone"
DB06412	drugbank	Oxymetholonum	"oxymetholonum"
