code	termino	synonyme
DB08822	drugbank	Edarbi
DB08823	drugbank	1H-as-Indaceno[3,2-d]oxacyclododecin-7,15-dione, 2-[(6-deoxy-2,3,4-tri-O-methyl-alpha-L-mannopyranosyl)oxy]-13-[[2R,5S,6R)-5-(dimethylamino) tetrahydro-6-methyl-2H-pyran-2-yl]oxy]-9-ethyl-2,3,3a,5a,5b,6,9,10,11,12,13,14,16a,16b-tetradecahydro-4,14-dimetyl-,(2S,3aSR,5aS,5bS,9S,13S,14R,16aS,16bS)-
DB08823	drugbank	1H-as-Indaceno[3,2-d]oxacyclododecin-7,a5-dione, 2-[(6-deoxy-2,3,4-tri-O-methyl-alpha-L-mannopyranosyl)oxy]-13-[[2R,5S,6R)-5-(dimethylamino) tetrahydro-6-methyl-2H-pyran-2-yl]oxy]-9-ethyl-2,3,3a,5a,5b,6,9,10,11,12,13,14,16a,16b-tetradecahydro-14-metyl-, (2R,3aS,5aR,5bS,9S,13S,14R,16aS,16bR)-
DB08823	drugbank	NAF-144
DB08823	drugbank	PP-105
DB08823	drugbank	XDE-105
DB08824	drugbank	123I-FP-CIT
DB08824	drugbank	123I-Ioflupane
DB08824	drugbank	Datscan
DB08824	drugbank	Ioflupane
DB08824	drugbank	ioflupane ((123)I)
DB08824	drugbank	ioflupane (123I)
DB08824	drugbank	ioflupane I(123)
DB08824	drugbank	ioflupano (123I)
DB08824	drugbank	ioflupanum (123I)
DB08824	drugbank	methyl (1R,2S,3S,5S)-8-(3-fluoropropyl)-3-[4-((123)I)iodophenyl]-8-azabicyclo[3.2.1]octane-2-carboxylate
DB08824	drugbank	Methyl 8-(3-fluoropropyl)-3β-(p-iodo-I(sup 123)-phenyl)-1αH, 5αH-nortropane-2β-carboxylate.
DB08826	drugbank	1,2-Dimethyl-3-hydroxypyrid-4-one
DB08826	drugbank	3-Hydroxy-1,2-dimethyl-4(1H)-pyridone
DB08826	drugbank	APO-066
DB08826	drugbank	CP-20
DB08826	drugbank	Deferipron
DB08826	drugbank	Deferiprona
DB08826	drugbank	Défériprone
DB08826	drugbank	Deferiproni
DB08826	drugbank	Deferipronum
DB08826	drugbank	Deferypron
DB08826	drugbank	Dimethylhydroxypyridone
DB08826	drugbank	DN-180-01-AF
DB08826	drugbank	Ferriprox
DB08826	drugbank	PL-1
DB08827	drugbank	AEGR 733
DB08827	drugbank	BMS 201038
DB08828	drugbank	Erivedge
DB08828	drugbank	GDC-0449
DB08828	drugbank	Hedgehog Antagonist GDC-0449
DB08828	drugbank	Vismodegibum
DB08830	drugbank	Dehydroascorbate
DB08830	drugbank	L-Dehydroascorbate
DB08830	drugbank	L-dehydroascorbic acid
DB08831	drugbank	2-Deoxy-D-arabino-hexose
DB08831	drugbank	2-Deoxy-D-glucose
DB08831	drugbank	D-arabino-2-Deoxyhexose
DB08834	drugbank	Tauroursodeoxycholate
DB08834	drugbank	Tauroursodesoxycholic acid
DB08834	drugbank	TUDCA
DB08834	drugbank	Ursodeoxycholyltaurine
DB08835	drugbank	N-(N-Acetyl-l-β-aspartyl)-l-glutamic acid 
DB08835	drugbank	N-acetyl-1-aspartylglutamic acid
DB08835	drugbank	N-Acetyl-l-aspartylglutamate
DB08835	drugbank	N-Acetylaspartylglutamic acid
DB08835	drugbank	NAAG
DB08836	drugbank	Temocaprilum
DB08837	drugbank	TEA
DB08838	drugbank	(4-aminobutyl) guanidine 
DB08842	drugbank	acetyl-L-carnitine
DB08842	drugbank	O-acetyl-L-carnitine 
DB08842	drugbank	O-Acetylcarnitine
DB08844	drugbank	2,6,8-Trihydroxypurine
DB08844	drugbank	7,9-dihydro-1H-purine-2,6,8(3H)-trione
DB08844	drugbank	Urate
DB08846	drugbank	2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione
DB08847	drugbank	L-Hydroxyproline
DB08847	drugbank	trans-4-Hydroxy-L-proline
DB08860	drugbank	Pitavastatia
DB08860	drugbank	Pitavastatine
DB08860	drugbank	Pitavastatinum
DB08862	drugbank	CCK
DB08862	drugbank	CCK-PZ
DB08862	drugbank	Pancreozymin
DB08864	drugbank	4-{[4-({4-[(e)-2-cyanovinyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile
DB08864	drugbank	TMC 278
DB08864	drugbank	TMC278
DB08865	drugbank	(R)-Crizotinib
DB08865	drugbank	C-Met/Hepatocyte Growth Factor Receptor Tyrosine Kinase Inhibitor PF-02341066
DB08865	drugbank	C-Met/HGFR Tyrosine Kinase Inhibitor PF-02341066
DB08865	drugbank	Crizotinibum
DB08865	drugbank	MET Tyrosine Kinase Inhibitor PF-02341066
DB08865	drugbank	PF 2341066
DB08865	drugbank	PF-2341066
DB08868	drugbank	Fingolimodum
DB08869	drugbank	GHRH(1-44)
DB08869	drugbank	N-[(3E)-1-oxo-3-hexenyl]Somatoliberin (human pancreatic islet)
DB08870	drugbank	cAC10-vcMMAE
DB08871	drugbank	2-(3-Amino-2-hydroxypropyl)hexacosahydro-3-methoxy- 26-methyl-20,27-bis(methylene)11,15-18,21-24,28-triepoxy- 7,9-ethano-12,15-methano-9H,15H-furo(3,2-i)furo(2',3'-5,6) pyrano(4,3-b)(1,4)dioxacyclopentacosin-5-(4H)-one
DB08871	drugbank	eribulin mesylate
DB08871	drugbank	Halaven 
DB08871	drugbank	L01XX41
DB08872	drugbank	Gabapentina enacarbilo
DB08872	drugbank	Gabapentine enacarbil
DB08872	drugbank	Gabapentinum enacarbilum
DB08872	drugbank	Horizant
DB08872	drugbank	XP 13512
DB08872	drugbank	XP-13512
DB08872	drugbank	XP13512
DB08873	drugbank	SCH 503034
DB08873	drugbank	Victrelis
DB08874	drugbank	Dificid
DB08874	drugbank	Difimicin 
DB08874	drugbank	Lipiarmicin
DB08874	drugbank	Lipiarmycin
DB08874	drugbank	Lipiarrmycin
DB08874	drugbank	OPT 80
DB08874	drugbank	OPT-80
DB08874	drugbank	PAR 101
DB08874	drugbank	PAR-101
DB08874	drugbank	Tiacumicin B
DB08876	drugbank	prGCD
DB08877	drugbank	INCB018424
DB08877	drugbank	INCB424
DB08878	drugbank	4-amino-4-deoxypteroylglutamate
DB08878	drugbank	4-amino-PGA
DB08878	drugbank	4-aminofolic acid
DB08878	drugbank	4-aminopteroylglutamic acid
DB08878	drugbank	4'-Amino-folsaeure
DB08878	drugbank	A-ninopterin
DB08878	drugbank	A-Ninopterin
DB08878	drugbank	Aminopteridine
DB08878	drugbank	Aminopterine
DB08878	drugbank	APGA
DB08878	drugbank	Minopterin 
DB08878	drugbank	N-(4-{[(2,4-Diamino-6-pteridinyl)methyl]amino}benzoyl)glutamic acid
DB08878	drugbank	Pteramina
DB08880	drugbank	(Z)-2-Cyano-alpha,alpha,alpha-trifluoro-3-hydroxy-P-crotonotoluidide
DB08880	drugbank	a 77-1726
DB08880	drugbank	a 771726
DB08880	drugbank	Aubagio
DB08880	drugbank	HMR 1726
DB08880	drugbank	HMR1726
DB08880	drugbank	Teriflunomida
DB08880	drugbank	Teriflunomidum
DB08881	drugbank	BRAF(V600E) Kinase Inhibitor RO5185426
DB08881	drugbank	PLX4032
DB08881	drugbank	Zelboraf
DB08882	drugbank	(R)-8-(3-Aminopiperidin-1-yl)-7-but-2-ynyl-3-methyl-1-(4-methylquinazolin-2-ylmethyl)-3,7-dihydro-purine-2,6-dione
DB08882	drugbank	BI 1356
DB08882	drugbank	BI-1356
DB08882	drugbank	Tradjenta
DB08882	drugbank	Trajenta
DB08883	drugbank	3-(2-Cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one
DB08883	drugbank	perampanel
DB08883	drugbank	pérampanel
DB08883	drugbank	Perampanelum
DB08884	drugbank	Gadoxetate
DB08884	drugbank	Gd-EOB-DTPA
DB08885	drugbank	VEGF Trap
DB08885	drugbank	VEGF Trap-Eye
DB08885	drugbank	Ziv-Aflibercept 
DB08886	drugbank	Asparaginase (Erwinia)
DB08886	drugbank	Erwinia chrysanthemi
DB08886	drugbank	L-asparaginase (Erwinia)
DB08887	drugbank	EPA ethyl ester
DB08887	drugbank	Epadel S
DB08887	drugbank	Ethyl Eicosapentaenoate
DB08887	drugbank	Ethyl icosapentate 
DB08887	drugbank	Ethyl-Eicosapentaenoic Acid
DB08887	drugbank	Ethyl-EPA
DB08887	drugbank	Vascepa
DB08889	drugbank	Kyprolis
DB08889	drugbank	PR-171
DB08890	drugbank	Cys cys glu tyr cys cys asn pro ala cys thr gly cys tyr (disulfide bridge: 1-6; 2-10; 5-13)
DB08890	drugbank	L-Cysteinyl-L-cysteinyl-L-alpha-glutamyl-L-tyrosyl-L-cysteinyl-L-cysteinyl-L-asparaginyl-L-prolyl-L-alanyl-L-cysteinyl-L-threonylglycyl-L-cysteinyl-L-tyrosine cyclic (1->6),(2->10),(5->13)-tris(disulfide)
DB08890	drugbank	Linzess
DB08891	drugbank	 (R)-4-Amino-3-(4-chlorophenyl)butan­oic acid
DB08891	drugbank	(R)-Baclofen
DB08891	drugbank	OS440
DB08891	drugbank	STX209 
DB08893	drugbank	Myrbetriq
DB08894	drugbank	Erythropoiesis-Stimulating Agent (ESA)
DB08894	drugbank	Hematide
DB08895	drugbank	Tasocitinib
DB08895	drugbank	Tofacitinibum
DB08896	drugbank	BAY 73-4506
DB08896	drugbank	Regorafenibum
DB08898	drugbank	Carboxypeptidase G2 
DB08898	drugbank	Folate hydrolase G2
DB08898	drugbank	Glutamate carboxypeptidase
DB08898	drugbank	Pteroylmonoglutamic acid hydrolase G2
DB08899	drugbank	MDV 3100
DB08899	drugbank	MDV-3100
DB08899	drugbank	MDV3100
DB08899	drugbank	XTANDI
DB08900	drugbank	(Gly2)glp-2
DB08900	drugbank	ALX 0600
DB08900	drugbank	ALX-0600
DB08900	drugbank	Gattex
DB08900	drugbank	Glucagon-like peptide ii (2-glycine) (human)
DB08900	drugbank	Gly(2)-glp-2
DB08900	drugbank	HGDGSFSDEMNTILDNLAARDFINWLIQTKITD
DB08900	drugbank	His-gly-asp-gly-ser-phe-ser-asp-glu-met-asn-thr-ile-leu-asp-asn-leu-ala-ala-arg-asp-phe-ile-asn-trp-leu-ile-gln-thr-lys-ile-thr-asp
DB08900	drugbank	Teduglutide [rDNA origin]
DB08900	drugbank	Teduglutide Recombinant
DB08901	drugbank	AP 24534
DB08901	drugbank	AP24534
DB08901	drugbank	Ponatinibum
DB08903	drugbank	1-(6-Bromo-2-methoxy-quinolin-3-yl)-4-dimethylamino-2-naphthalen-1-yl-1-phenyl-butan-2-ol
DB08903	drugbank	Bedaquilina
DB08903	drugbank	Bedaquilinum
DB08903	drugbank	R 207910
DB08903	drugbank	R207910
DB08903	drugbank	TMC 207
DB08903	drugbank	TMC-207
DB08903	drugbank	TMC207
DB08904	drugbank	CDP870
DB08905	drugbank	4-hydroxy-4-androstene-3,17-dione
DB08905	drugbank	4-Hydroxy-delta(4)-androstenedione
DB08905	drugbank	4-hydroxy-Δ4-androstenedione
DB08905	drugbank	4-hydroxyandrostenedione
DB08905	drugbank	4-OH-A
DB08905	drugbank	4-OHAD
DB08905	drugbank	CGP 32349
DB08905	drugbank	CGP-32349
DB08905	drugbank	Formestano
DB08905	drugbank	Formestanum
DB08905	drugbank	Lentaron
DB08906	drugbank	Fluticasonum furoas
DB08906	drugbank	Furoate de fluticasone
DB08906	drugbank	Furoato de fluticasona
DB08907	drugbank	Canagliflozin anhydrous
DB08908	drugbank	(e)-But-2-enedioic acid dimethyl ester
DB08908	drugbank	1,2-Bis(methoxycarbonyl)-trans-ethylene
DB08908	drugbank	BG-12
DB08908	drugbank	dimethyl (E) butenedioate
DB08908	drugbank	Dimethyl trans-ethylenedicarboxylate
DB08908	drugbank	Fumaric acid, dimethyl ester
DB08908	drugbank	Tecfidera
DB08908	drugbank	trans-1,2-Ethylenedicarboxylic acid dimethyl ester
DB08908	drugbank	trans-Butenedioic acid dimethyl ester
DB08909	drugbank	Glyceryl Tri-4-Phenylbutyrate
DB08909	drugbank	GPB
DB08909	drugbank	HPN100
DB08909	drugbank	Ravicti
DB08911	drugbank	GSK 1120212
DB08911	drugbank	JTP 74057
DB08911	drugbank	Trametinib Dimethyl Sulfoxide 
DB08911	drugbank	Trametinibum
DB08912	drugbank	GSK2118436a
DB08913	drugbank	Radium-223 chloride
DB08913	drugbank	Radium-223 dichloride
DB08913	drugbank	Xofigo
DB08916	drugbank	Afatinibum
DB08916	drugbank	BIBW 2992
DB08917	drugbank	Iron Carboxymaltose
DB08917	drugbank	Iron Dextri-Maltose
DB08917	drugbank	VIT 45
DB08918	drugbank	(1S,2R)-milnacipran
DB08923	drugbank	1-165-Erythropoietin (human clone B03XA01) glycoform zeta
DB08923	drugbank	Epoetin zeta
DB08923	drugbank	Epoetina dseta
DB08923	drugbank	Epoétine zêta
DB08923	drugbank	Epoetinum zeta
DB08924	drugbank	Amphecloral
DB08926	drugbank	Bentrofene
DB08928	drugbank	Arsthinenol
DB08931	drugbank	BAY 63-2521
DB08931	drugbank	Methyl N-[4,6-Diamino-2-[1-[(2-fluorophenyl)methyl]-1H-pyrazolo[3,4-b]pyridin-3-yl]-5-pyrimidinyl]-N-methyl-carbaminate
DB08931	drugbank	Riociguatum
DB08932	drugbank	Macitentanum
DB08934	drugbank	S)-Isopropyl 2-((S)-(((2R,3R,4R,5R)-5-(2,4-dioxo-3,4- dihydropyrimidin-1(2H)-yl)-4-fluoro-3-hydroxy-4-methyltetrahydrofuran-2-yl)methoxy)- (phenoxy)phosphorylamino)propanoate
DB08935	drugbank	Afutuzumab
DB08936	drugbank	Chlorcyclizin
DB08936	drugbank	Chlorcyclizinum
DB08936	drugbank	Clorciclizina
DB08938	drugbank	Aluminium magnesium hydroxide sulfate hydrate
DB08938	drugbank	Aluminum magnesium hydroxide hydrate
DB08938	drugbank	Aluminum magnesium hydroxide sulfate hydrate
DB08938	drugbank	Aluminum magnesium hydroxide sulphate hydrate
DB08938	drugbank	Hydrate magnesium aluminate activated sulfate
DB08938	drugbank	Magaldrato
DB08938	drugbank	Magaldratum
DB08938	drugbank	Magnesium aluminate hydrate
DB08938	drugbank	Monalium hydrate
DB08940	drugbank	ketophenylbutazone
DB08946	drugbank	Acidum iopanoicum
DB08946	drugbank	Iodopanoic acid
DB08948	drugbank	Ametriodinic acid
DB08948	drugbank	Radiomiro
DB08948	drugbank	Rayomiro
DB08948	drugbank	Triomiro
DB08950	drugbank	Indoramina
DB08950	drugbank	Indoramine
DB08956	drugbank	21-hydroxy-5β-pregnane-3,20-dione
DB08956	drugbank	5beta-dihydrodeoxycorticosterone
DB08956	drugbank	5β-dihydrodeoxycorticosterone
DB08958	drugbank	Esetidina
DB08958	drugbank	Hexétidine
DB08960	drugbank	N,N,N,N',N',N'-hexamethylhexane-1,6-diaminium
DB08961	drugbank	2-chloro-5-(1H-tetrazole-5-yl)-N^4-(2-thenyl)
DB08962	drugbank	Glibornurid
DB08962	drugbank	Glibornurida
DB08962	drugbank	Glibornuridum
DB08968	drugbank	Fominoben hcl
DB08968	drugbank	PB-89 [as hydrochloride]
DB08973	drugbank	Flucloronide
DB08977	drugbank	Bovine Fibrinolysin
DB08977	drugbank	Bovine Plasmin
DB08977	drugbank	Plasmin
DB08979	drugbank	Eurespal
DB08981	drugbank	3-(4-Biphenylylcarbonyl)propionic acid
DB08981	drugbank	3-(4-Phenylbenzoyl)propionic acid
DB08981	drugbank	4-(4-Biphenylyl)-4-oxobutyric acid
DB08981	drugbank	4-Biphenyl-4-yl-4-oxobutanoic acid
DB08981	drugbank	gamma-oxo(1,1'-Biphenyl)-4-butanoic acid
DB08984	drugbank	BAY-D-1107
DB08984	drugbank	TVX-485
DB08984	drugbank	WHR-5020
DB08988	drugbank	Ethoheptazin
DB08988	drugbank	Ethoheptazinum
DB08988	drugbank	Etoheptazina
DB08989	drugbank	Ethamivan
DB08990	drugbank	Éprazinone
DB08991	drugbank	4-methoxy-2-(5-methoxy-3-methylpyrazol-1-yl)-6-methylpyrimidine
DB08991	drugbank	Mebron
DB08991	drugbank	Methopyrimazole
DB08991	drugbank	Polihexanid
DB08992	drugbank	(2RS)-1-(4-ethylphenyl)-2-methyl-3-(1-piperidyl)propan-1-one
DB08992	drugbank	Eperison
DB08992	drugbank	Eperisona
DB08992	drugbank	Epérisone
DB08992	drugbank	Eperisonum
DB08993	drugbank	Enviomicina
DB08993	drugbank	Enviomycine
DB08993	drugbank	Enviomycinum
DB08993	drugbank	Tuberactinomycin N 
DB08994	drugbank	2,2'-(4,5-Diphenyloxazol-2-ylazanediyl)diethanol
DB08994	drugbank	S-222
DB08995	drugbank	3',5,7-trihydroxy-4'-methoxyflavone 7-rhamnoglucoside
DB08995	drugbank	3',5,7-trihydroxy-4'-methoxyflavone-7-rutinoside
DB08995	drugbank	diosmetin 7-neohesperidoside
DB08995	drugbank	Diosmetin 7-O-rutinoside
DB08995	drugbank	Diosmine
DB08996	drugbank	3-(9,9-dimethylacridin-10-yl)-N,N-dimethyl-propan-1-amine
DB08996	drugbank	Istonil
DB08996	drugbank	Istonyl
DB08996	drugbank	Linostil
DB08996	drugbank	Miroistonil
DB09001	drugbank	Barbexaclon
DB09001	drugbank	Barbexaclona
DB09001	drugbank	Barbexaclonum 
DB09003	drugbank	Clocapramine hcl
DB09003	drugbank	Y-4153 [as hydrochloride]
DB09008	drugbank	(6R,7R)-8-oxo-3-(pyridin-1-ium-1-ylmethyl)- 7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1- azabicyclo[4.2.0]oct-2-ene-2-carboxylate
DB09008	drugbank	Cefaloridin
DB09008	drugbank	Cefaloridina
DB09008	drugbank	Céfaloridine
DB09008	drugbank	cefaloridine
DB09008	drugbank	Cefaloridinum
DB09008	drugbank	Cephalomycine
DB09013	drugbank	(RS)-1-{7-[2-hydroxy-3-(propan-2-ylamino)propoxy]- 1-benzofuran-2-yl}ethanone
DB09014	drugbank	2-[(4-butylsulfanylphenyl)-phenyl-methyl]sulfanyl-N,N-dimethylethanamine
DB09015	drugbank	Canrenoate
DB09016	drugbank	(±)-3-(10,11-dihydro-5H-dibenzo[a,d]cycloheptene-5-yl)-N,N,2-trimethylpropan-1-amine
DB09017	drugbank	Brotizolamum
DB09018	drugbank	4-amino-5-bromo-N-[2-(diethylamino)ethyl]-2-methoxybenzamide
DB09018	drugbank	Bromoprid
DB09018	drugbank	Bromoprida
DB09018	drugbank	Bromopridum
DB09019	drugbank	3,5-Dibromo-N(alpha)-cyclohexyl-N(alpha)-methyltoluene-alpha-2-diamine
DB09019	drugbank	Bromexina
DB09019	drugbank	Bromhexina
DB09019	drugbank	Bromhexinum
DB09019	drugbank	Fluibron
DB09019	drugbank	N-Cyclohexyl-N-methyl-(2-amino-3,5-dibrombenzyl)amine
DB09019	drugbank	Tauglicolo
DB09020	drugbank	Bisacodilo
DB09020	drugbank	Bisacodyle
DB09020	drugbank	Bisacodylum
DB09020	drugbank	Dulcolax
DB09020	drugbank	Phenol, 4,4'-(2-pyridinylmethylene)bis-, diacetate (ester)
DB09020	drugbank	Spirolax
DB09021	drugbank	N-Methyl-9,10-ethanoanthracene-9(10H)-methanamine
DB09022	drugbank	Benfluorexum
DB09023	drugbank	Methylbenactyzium Bromide
DB09024	drugbank	Follitrophin alfa
DB09024	drugbank	Follitrophin alpha
DB09024	drugbank	Follitropin alfa
DB09024	drugbank	Follitropin alpha
DB09024	drugbank	FSH alpha
DB09024	drugbank	FSH-a
DB09024	drugbank	FSH-A
DB09024	drugbank	rFSH-alpha
DB09027	drugbank	methyl [(2S)-1-{(6S)-6-[4-(9,9-difluoro-7-{2-[(1R,3S,4S)-2-{(2S)-2-[(methoxycarbonyl)amino]-3-methylbutanoyl}-2-azabicyclo[2.2.1]hept-3-yl]-1H-benzimidazol-5-yl}-9H-fluoren-2-yl)-1H-imidazol-2-yl]-5-azaspiro[2.4]hept-5-yl}-3-methyl-1-oxobutan-2-yl]carbamate
DB09028	drugbank	(1R,5S)-1,2,3,4,5,6-Hexahydro-1,5-methano-8H-pyrido[1,2a][1,5]diazocin-8-one
DB09028	drugbank	Baptitoxine
DB09028	drugbank	Sophorine
DB09028	drugbank	Ulexin
DB09030	drugbank	[(1R,3aR,4aR,6R,8aR,9S,9aS)-9-{(E)-2-[5-(3-Fluorophényl)-2-pyridinyl]vinyl}-1-méthyl-3-oxododécahydronaphto[2,3-c]furan-6-yl]carbamate d'éthyle
DB09030	drugbank	Carbamic acid, [(1R,3aR,4aR,6R,8aR,9S,9aS)-9-[(1E)-2-[5-(3-fluorophenyl)-2- pyridinyl]ethenyl]dodecahydro-1-methyl-3-oxonaphtho[2,3-c]furan-6-yl]-, ethyl ester
DB09030	drugbank	Carbamic acid, N-[(1R,3aR,4aR,6R,8aR,9S,9aS)-9-[(E)-2-[5-(3-fluorophenyl)-2-pyridinyl]ethenyl]dodecahydro-1-methyl-3-oxonaphtho[2,3-c]furan-6-yl]-, ethyl ester
DB09030	drugbank	Ethyl N-[(3R,3aS,4S,4aR,7R,8aR,9aR)-4-[(E)-2-[5-(3-fluorophenyl)-2-pyridyl]vinyl]-3-methyl-1-oxo-3a,4,4a,5,6,7,8,8a,9,9a-decahydro-3H-benzo[f]isobenzofuran-7-yl]carbamate
DB09030	drugbank	Zontivity
DB09031	drugbank	HDPC
DB09031	drugbank	hexadecyl 2-(trimethylazaniumyl)ethyl phosphate
DB09031	drugbank	Hexadecylphosphocholine
DB09031	drugbank	Hexadecylphosphorylcholine
DB09031	drugbank	Miltefosin
DB09031	drugbank	Miltefosina
DB09031	drugbank	Miltéfosine
DB09031	drugbank	Monohexadecylphosphocholine
DB09031	drugbank	Monohexadecylphosphorylcholine
DB09033	drugbank	Entyvio
DB09034	drugbank	[(7R)-4-(5-Chlor-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl][5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl]methanon
DB09034	drugbank	[(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl][5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl]methanone
DB09034	drugbank	[(7R)-4-(5-Chloro-1,3-benzoxazol-2-yl)-7-méthyl-1,4-diazépan-1-yl][5-méthyl-2-(2H-1,2,3-triazol-2-yl)phényl]méthanone
DB09034	drugbank	[(7R)-4-(5-chlorobenzoxazol-2-yl)-7-methylhexahydro-1H-1,4-diazepin-1-yl][5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl]methanone
DB09038	drugbank	(1S)-1,5-anhydro-1-(4-chloro-3-{4-[(3S)-tetrahydrofuran-3-yloxy]benzyl}phenyl)-D-glucitol
DB09038	drugbank	1-chloro-4-(glucopyranos-1-yl)-2-(4-(tetrahydrofuran-3-yloxy)benzyl)benzene
DB09039	drugbank	N-[(1R,2R)-1-(2,3-Dihydro-1,4-benzodioxin-6-yl)-1-hydroxy-3-(1-pyrrolidinyl)-2-propanyl]octanamide
DB09040	drugbank	(2R,3R)-2-(2,4-Difluorophenyl)-3-(4-methylene-1-piperidinyl)-1-(1H-1,2,4-triazol-1-yl)-2-butanol
DB09041	drugbank	5-Fluoro-1,3-dihydro-1-hydroxy-2,1-benzoxaborole
DB09041	drugbank	5-Fluoro-2,1-benzoxaborol-1(3H)-ol
DB09042	drugbank	[(5R)-3-{3-fluoro-4-[6-(2-methyl-2H-tetrazol-5-yl)pyridin-3-yl]phenyl}-2-oxo-1,3-oxazolidin-5-yl]methyl dihydrogen phosphate
DB09042	drugbank	Tedizolid
DB09042	drugbank	Torezolid Phosphate
DB09046	drugbank	Metreleptina
DB09046	drugbank	Métréleptine
DB09046	drugbank	Metreleptinum
DB09046	drugbank	N-Methionylleptin
DB09046	drugbank	r-metHuLeptin
DB09047	drugbank	8-Cyano-1-cyclopropyl-6-fluoro-7-[(4aS,7aS)-hexahydropyrrolo[3,4-b][1,4]oxazin-6(2H)-yl]-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid
DB09047	drugbank	gastrochinolon
DB09047	drugbank	gastroquinolone
DB09048	drugbank	2-[3,5-Bis(trifluoromethyl)phenyl]-N,2-dimethyl-N-[4-(2-methylphenyl)-6-(4-methyl-1-piperazinyl)-3-pyridinyl]propanamide
DB09049	drugbank	(5α,6α)-17-Allyl-6-[(20-hydroxy-3,6,9,12,15,18-hexaoxaicos-1-yl)oxy]-4,5-epoxymorphinan-3,14-diol
DB09050	drugbank	(6R,7R)-3-([3-Amino-4-(2-aminoethylcarbamoylamino)-2-methylpyrazol-1-ium-1-yl]methyl)-7-([(2Z)-2-(5-amino-1,2,4-thiadiazol-3-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate
DB09051	drugbank	N-acetylgalactosamine-6-sulfatase
DB09053	drugbank	1-[(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one
DB09054	drugbank	5-Fluoro-3-phenyl-2-((S)-1-(9H-purin-6-ylamino)-propyl)-3H-quinazolin-4-one
DB09054	drugbank	5-fluoro-3-phenyl-2-[(1S)-1-(3H-purin-6-ylamino)propyl]quinazolin-4(3H)-one
DB09058	drugbank	4F-PCC
DB09058	drugbank	Anti-Inhibitor Coagulant Complex
DB09058	drugbank	Anti-inhibitor Coagulant Complex (Human)
DB09058	drugbank	APCC
DB09058	drugbank	Coagulation factor IX, II, VII and X in combination 
DB09058	drugbank	PCC
DB09058	drugbank	Prothrombin complex concentrate (human)
DB09061	drugbank	CBD
DB09063	drugbank	céritinib
DB09063	drugbank	N-{2-[(5-chloro-2-{[2-isopropoxy-5-methyl-4-(piperidin-4-yl)phenyl]amino}pyrimidin-4-yl)amino]phenyl}propane-2-sulfonamide
DB09065	drugbank	1,3-thiazol-5-ylmethyl [(2R,5R)-5-{[(2S)-2-({[(2-isopropyl-1,3-thiazol-4-yl)methyl](methyl)carbamoyl}amino)-4-(morpholin-4-yl)butanoyl]amino}-1,6-diphenylhexan-2-yl]carbamate
DB09067	drugbank	Corticorelin
DB09067	drugbank	Corticorelin triflutate
DB09068	drugbank	4-{2-[(2,4-dimethylphenyl)sulfanyl]phenyl}piperazin-1-ium
DB09068	drugbank	vortioxetine cation
DB09069	drugbank	1-[2,3,4-trimethoxybenzyl] piperazine dihydrochloride
DB09071	drugbank	N-{[(1R,2R)-2-(2,3-dihydro-1-benzofuran-4-yl)cyclopropyl]methyl}propanamide
DB09071	drugbank	tasimeltéon
DB09073	drugbank	6-acetyl-8-cyclopentyl-5-methyl-2-{[5-(piperazin-1-yl)pyridin-2-yl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one
DB09074	drugbank	4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one
DB09076	drugbank	1-[2-(benzyloxy)ethyl]-4-[hydroxy(diphenyl)methyl]-1-azoniabicyclo[2.2.2]octane
DB09078	drugbank	4-{3-chloro-4-[(cyclopropylcarbamoyl)amino]phenoxy}-7-methoxyquinoline-6-carboxamide
DB09078	drugbank	Lenvatinib Mesylate
DB09079	drugbank	methyl (3Z)-3-[(4-{methyl[(4-methylpiperazin-1-yl)acetyl]amino}anilino)(phenyl)methylidene]-2-oxo-2,3-dihydro-1H-indole-6-carboxylate
DB09082	drugbank	4-{(1R)-2-[(6-{2-[(2,6-dichlorobenzyl)oxy]ethoxy}hexyl)amino]-1-hydroxyethyl}-2-(hydroxymethyl)phenol
DB09082	drugbank	vilantérol
